review_id,employee_id,year,performance_rating,manager_rating,promotion_recommended
1011,1525,2019,3,7,1
1012,4506,2021,2,1,0
1013,2512,2020,2,5,1
1014,1951,2018,9,3,0
1015,2712,2021,1,9,0
1016,3512,2022,1,4,1
1017,2111,2024,2,2,0
1018,3482,2022,6,5,1
1019,2075,2020,6,1,1
1020,2086,2023,6,1,1
1021,1521,2019,6,7,1
1022,1915,2018,6,4,0
1023,3803,2019,8,6,1
1024,591,2021,6,4,0
1025,3060,2020,9,7,1
1026,507,2018,5,9,0
1027,3865,2020,4,9,0
1028,3780,2020,1,4,1
1029,2646,2020,2,4,0
1030,4059,2019,4,3,0
1031,4105,2021,9,3,1
1032,3946,2021,4,5,1
1033,4886,2024,8,4,1
1034,795,2023,2,1,0
1035,1341,2024,1,5,0
1036,4929,2024,9,6,0
1037,142,2019,6,2,0
1038,4848,2022,5,1,1
1039,2538,2018,3,5,1
1040,2068,2023,9,7,1
1041,865,2018,2,9,0
1042,2801,2019,8,1,1
1043,849,2020,4,3,0
1044,4557,2020,7,6,1
1045,1984,2021,8,6,1
1046,3686,2019,1,7,0
1047,4966,2022,1,2,1
1048,4169,2022,9,8,0
1049,4444,2018,9,3,0
1050,1047,2024,1,2,1
1051,1312,2018,5,5,1
1052,4433,2024,4,9,1
1053,1702,2024,4,9,0
1054,3134,2020,2,4,0
1055,555,2024,5,3,0
1056,3036,2020,2,4,0
1057,566,2019,3,5,0
1058,493,2020,8,7,0
1059,4526,2020,9,8,1
1060,4311,2021,9,7,0
1061,326,2024,7,2,0
1062,2963,2019,4,8,1
1063,2116,2018,9,7,1
1064,4997,2023,1,5,0
1065,3520,2019,2,6,0
1066,3071,2024,5,4,1
1067,1789,2022,5,3,1
1068,571,2020,5,6,0
1069,2653,2023,8,4,1
1070,2254,2018,2,4,0
1071,4615,2019,9,6,0
1072,3627,2023,5,3,1
1073,2986,2023,7,1,1
1074,3860,2018,9,8,1
1075,239,2024,5,7,0
1076,3534,2020,4,9,0
1077,994,2018,9,9,1
1078,2039,2018,8,1,1
1079,681,2018,3,1,0
1080,1879,2023,4,1,1
1081,1768,2024,9,5,1
1082,2949,2023,1,6,0
1083,3745,2022,7,4,1
1084,2480,2021,3,7,1
1085,3071,2019,7,6,1
1086,1469,2023,9,9,1
1087,1715,2018,1,1,1
1088,4613,2022,4,9,1
1089,4592,2018,3,8,1
1090,4669,2024,6,5,0
1091,4749,2018,4,6,0
1092,4397,2024,5,9,0
1093,4856,2021,5,9,1
1094,4704,2022,3,4,0
1095,1069,2023,7,6,0
1096,4227,2021,6,1,0
1097,421,2022,9,9,1
1098,1025,2019,5,1,1
1099,1491,2019,3,2,0
1100,4055,2024,5,1,1
1101,4033,2021,9,5,0
1102,30,2019,5,4,0
1103,4716,2018,7,4,1
1104,3524,2019,1,2,1
1105,4479,2019,7,2,0
1106,981,2019,4,6,0
1107,892,2018,5,9,1
1108,4181,2022,8,9,1
1109,1620,2019,8,8,0
1110,601,2019,5,9,1
1111,609,2020,2,4,0
1112,2366,2023,6,3,1
1113,2063,2023,6,1,0
1114,4193,2020,1,6,0
1115,4803,2023,5,6,0
1116,2704,2022,4,2,0
1117,2987,2019,1,1,1
1118,4992,2019,8,2,0
1119,2650,2022,8,3,0
1120,4445,2022,2,2,1
1121,863,2024,9,3,1
1122,1531,2020,3,4,1
1123,1632,2024,3,5,1
1124,4680,2023,4,8,1
1125,3335,2023,7,6,1
1126,4231,2024,2,1,0
1127,1845,2018,2,6,0
1128,3770,2024,9,2,1
1129,3306,2022,4,6,0
1130,3475,2020,7,6,1
1131,4244,2024,9,1,1
1132,1892,2023,7,4,1
1133,2670,2021,5,3,0
1134,3231,2018,1,8,1
1135,1538,2020,9,4,1
1136,3285,2024,8,7,0
1137,2749,2022,5,3,1
1138,4073,2021,9,7,1
1139,354,2023,8,2,1
1140,4923,2021,4,5,1
1141,4849,2022,2,5,0
1142,2757,2024,9,4,0
1143,3998,2022,9,4,1
1144,115,2021,7,6,0
1145,2583,2018,8,2,1
1146,3657,2021,4,3,0
1147,2644,2022,4,7,0
1148,1350,2024,1,5,1
1149,2934,2018,9,4,0
1150,2213,2023,9,9,1
1151,4717,2020,5,8,1
1152,4205,2024,7,9,0
1153,4667,2019,3,8,1
1154,4946,2019,8,2,1
1155,270,2024,9,4,1
1156,2131,2024,8,3,0
1157,2867,2019,5,1,0
1158,4461,2020,6,4,1
1159,3722,2023,3,7,0
1160,3761,2020,3,5,0
1161,4661,2021,7,5,0
1162,96,2020,9,6,1
1163,3041,2020,9,3,1
1164,4673,2022,2,2,0
1165,822,2020,7,7,0
1166,3705,2022,8,9,1
1167,2727,2021,1,9,1
1168,4426,2019,4,3,1
1169,3641,2024,9,1,1
1170,1989,2024,9,2,0
1171,975,2018,5,8,0
1172,4705,2019,7,5,0
1173,2227,2023,6,9,0
1174,3159,2021,4,3,1
1175,2686,2018,7,1,1
1176,732,2019,3,3,0
1177,4326,2021,1,4,0
1178,1291,2021,2,6,1
1179,4937,2022,7,1,1
1180,4053,2020,4,1,1
1181,1095,2022,7,1,1
1182,4935,2022,8,6,0
1183,888,2019,7,5,0
1184,1867,2021,5,8,0
1185,524,2024,1,8,1
1186,91,2020,6,8,1
1187,3252,2021,7,4,1
1188,2952,2018,4,4,0
1189,1078,2019,3,3,1
1190,2661,2022,6,6,0
1191,2986,2020,3,8,1
1192,3778,2024,8,7,1
1193,353,2023,5,5,1
1194,1575,2020,6,4,0
1195,3077,2020,3,3,0
1196,3080,2018,1,3,0
1197,3646,2022,1,8,0
1198,4067,2020,5,4,0
1199,1058,2021,5,1,1
1200,2089,2023,1,5,1
1201,2324,2023,6,2,1
1202,3687,2020,9,3,1
1203,73,2023,4,5,0
1204,2644,2020,8,4,0
1205,4807,2020,7,3,1
1206,3150,2018,6,2,0
1207,3273,2022,2,8,0
1208,2709,2021,9,7,0
1209,2938,2023,6,9,0
1210,4814,2019,1,1,1
1211,1179,2020,5,1,1
1212,3021,2022,6,4,0
1213,4061,2018,8,4,0
1214,768,2021,4,8,1
1215,4725,2022,9,4,1
1216,4351,2020,3,6,0
1217,975,2022,8,5,0
1218,1773,2018,2,6,1
1219,505,2019,6,5,1
1220,362,2018,1,8,1
1221,2286,2023,4,3,1
1222,4995,2023,9,4,0
1223,913,2019,7,3,1
1224,138,2020,4,3,1
1225,985,2021,7,2,1
1226,2347,2023,3,6,1
1227,3585,2018,4,1,1
1228,2580,2021,1,3,0
1229,1215,2018,1,3,0
1230,1907,2021,4,1,1
1231,720,2019,9,1,0
1232,4906,2024,1,6,1
1233,3683,2022,2,9,0
1234,825,2022,5,3,0
1235,46,2019,7,9,0
1236,2446,2019,2,7,1
1237,1535,2020,7,3,0
1238,3575,2023,5,1,1
1239,2230,2023,6,5,1
1240,1156,2018,3,2,0
1241,4452,2021,6,2,1
1242,447,2019,2,5,1
1243,1892,2021,5,5,0
1244,2945,2018,5,7,0
1245,572,2021,6,6,1
1246,3095,2023,3,3,1
1247,4622,2024,2,3,1
1248,77,2022,3,5,0
1249,386,2020,4,2,1
1250,589,2018,8,3,0
1251,3662,2018,7,1,0
1252,467,2020,1,1,1
1253,3142,2023,7,9,1
1254,1017,2023,3,3,0
1255,4058,2018,4,5,0
1256,3992,2020,7,3,1
1257,3734,2023,2,3,0
1258,4842,2023,9,9,1
1259,2928,2019,5,7,1
1260,4847,2024,4,1,1
1261,516,2019,9,2,1
1262,1256,2023,9,7,1
1263,1446,2021,2,1,1
1264,4811,2022,9,1,1
1265,4584,2022,1,6,0
1266,3024,2024,1,2,1
1267,1098,2018,6,9,1
1268,3170,2023,1,7,0
1269,4599,2018,6,7,0
1270,4288,2021,6,5,1
1271,722,2022,9,5,1
1272,4525,2019,7,3,0
1273,377,2019,2,8,0
1274,3667,2024,1,4,1
1275,1299,2020,3,2,1
1276,3337,2019,2,1,0
1277,1242,2022,8,4,0
1278,2756,2020,4,2,0
1279,2876,2018,3,6,1
1280,4798,2021,2,7,0
1281,1246,2022,1,8,0
1282,4257,2019,7,1,0
1283,253,2024,2,9,1
1284,1505,2024,1,9,1
1285,4383,2023,6,4,0
1286,4300,2020,4,1,0
1287,3275,2023,3,8,0
1288,2921,2019,2,3,1
1289,2989,2023,6,1,0
1290,178,2018,4,3,0
1291,2775,2019,6,2,0
1292,2786,2023,4,7,0
1293,3876,2019,9,6,0
1294,624,2021,6,9,1
1295,1558,2023,6,2,1
1296,4055,2019,9,8,0
1297,1340,2023,4,3,0
1298,596,2024,8,5,1
1299,384,2021,4,9,1
1300,2760,2020,7,9,1
1301,2588,2018,9,1,0
1302,2365,2023,3,2,0
1303,2388,2024,5,6,1
1304,4081,2023,1,1,1
1305,224,2021,4,2,1
1306,4285,2019,3,8,0
1307,507,2024,3,6,0
1308,2797,2020,6,1,1
1309,2172,2021,6,3,1
1310,2077,2021,2,6,1
1311,3376,2020,6,1,0
1312,4405,2018,2,7,1
1313,2843,2020,2,6,1
1314,271,2023,9,6,1
1315,1376,2018,8,8,0
1316,2,2024,7,1,0
1317,2732,2018,1,1,0
1318,4765,2024,3,7,1
1319,4912,2019,9,1,0
1320,655,2021,7,9,1
1321,2187,2020,6,6,1
1322,3370,2024,7,2,0
1323,2634,2018,9,6,0
1324,1035,2024,9,6,0
1325,3326,2020,9,2,0
1326,2028,2021,6,6,0
1327,3722,2020,1,5,0
1328,2775,2022,4,7,1
1329,1477,2024,8,9,0
1330,590,2020,5,9,1
1331,4864,2018,1,8,0
1332,689,2019,6,3,0
1333,3989,2022,1,5,0
1334,1503,2023,1,3,1
1335,4120,2019,1,7,1
1336,4691,2019,7,1,1
1337,1586,2021,7,1,0
1338,3012,2019,8,5,0
1339,3964,2019,6,5,1
1340,4543,2020,6,7,0
1341,1590,2022,6,9,0
1342,3949,2022,1,7,1
1343,2279,2020,2,7,0
1344,460,2018,3,9,0
1345,823,2022,8,8,0
1346,3336,2022,8,1,0
1347,1795,2022,1,5,1
1348,3836,2021,5,2,1
1349,415,2022,4,3,1
1350,831,2018,1,2,1
1351,754,2022,6,4,0
1352,3168,2023,7,1,0
1353,515,2018,1,6,1
1354,3789,2022,1,8,1
1355,930,2024,6,7,1
1356,1973,2023,3,1,0
1357,945,2018,5,5,0
1358,4081,2024,6,1,0
1359,3743,2024,3,9,1
1360,4570,2020,3,8,0
1361,1096,2024,5,5,1
1362,789,2022,7,4,1
1363,4491,2024,1,4,0
1364,1667,2024,1,9,1
1365,4932,2018,9,1,1
1366,2743,2021,8,3,0
1367,1481,2024,8,5,1
1368,4419,2021,6,4,0
1369,2532,2020,7,1,0
1370,3569,2019,6,7,0
1371,23,2021,3,8,0
1372,4114,2022,7,3,0
1373,952,2020,7,7,1
1374,1264,2018,6,3,0
1375,2898,2023,3,2,1
1376,595,2023,2,7,1
1377,4176,2023,1,6,0
1378,493,2018,9,6,0
1379,3029,2024,7,7,1
1380,4644,2018,5,9,1
1381,4381,2018,5,5,0
1382,1099,2022,4,2,1
1383,4761,2021,9,6,0
1384,2583,2023,4,3,1
1385,4588,2018,7,9,1
1386,704,2024,8,7,0
1387,4044,2024,5,5,1
1388,1099,2023,9,4,1
1389,3914,2022,5,4,0
1390,149,2020,9,5,0
1391,3426,2023,9,6,1
1392,3464,2022,3,7,0
1393,2260,2023,1,9,1
1394,1105,2020,1,4,0
1395,2471,2023,6,6,0
1396,4074,2021,9,7,0
1397,4934,2023,7,9,1
1398,2911,2023,2,1,1
1399,2247,2024,6,8,0
1400,1951,2018,9,6,1
1401,3457,2023,3,5,1
1402,2958,2024,6,3,0
1403,4504,2019,7,3,1
1404,4948,2023,2,3,1
1405,2633,2020,9,3,0
1406,2594,2019,5,6,0
1407,3082,2022,6,6,0
1408,847,2024,2,4,1
1409,2673,2022,7,9,0
1410,1035,2019,4,9,0
1411,4067,2021,5,5,0
1412,1917,2024,7,7,1
1413,4975,2018,6,5,0
1414,2408,2022,5,4,1
1415,3230,2019,3,3,1
1416,4823,2019,6,9,1
1417,1165,2023,6,2,1
1418,885,2020,6,8,1
1419,2197,2019,1,4,1
1420,1470,2019,2,8,1
1421,1095,2020,9,2,0
1422,4027,2020,9,7,1
1423,3919,2022,9,3,1
1424,3652,2024,5,5,1
1425,2583,2023,5,4,1
1426,688,2021,4,2,1
1427,1369,2022,8,8,1
1428,1551,2021,8,8,0
1429,3469,2023,2,7,0
1430,3842,2018,9,6,0
1431,1465,2020,1,8,1
1432,1392,2022,4,7,0
1433,102,2023,3,9,1
1434,4873,2020,2,8,1
1435,2469,2020,1,6,0
1436,837,2021,9,6,0
1437,467,2019,5,2,0
1438,3350,2023,4,8,1
1439,2688,2023,1,6,0
1440,4466,2019,6,2,0
1441,2747,2023,6,2,1
1442,3966,2020,7,2,0
1443,1125,2024,7,2,0
1444,4880,2022,2,3,1
1445,33,2022,6,6,0
1446,3281,2023,3,5,1
1447,925,2021,2,3,1
1448,2423,2018,4,7,0
1449,3659,2022,7,4,1
1450,359,2023,5,2,1
1451,849,2018,7,1,1
1452,3548,2024,4,4,0
1453,2263,2020,1,8,1
1454,2841,2024,6,2,1
1455,4630,2021,8,3,0
1456,1205,2023,1,6,1
1457,1285,2021,7,3,1
1458,4691,2020,7,9,1
1459,3774,2020,1,3,0
1460,1422,2018,2,3,1
1461,2140,2022,2,7,0
1462,2339,2024,4,3,0
1463,4496,2023,2,4,1
1464,2341,2022,5,4,0
1465,2905,2019,8,7,1
1466,4207,2018,2,9,1
1467,577,2021,8,6,0
1468,4598,2018,4,8,1
1469,737,2023,7,7,1
1470,4236,2018,6,4,0
1471,831,2024,4,5,0
1472,3188,2020,6,5,1
1473,4228,2020,3,2,1
1474,2909,2020,4,8,0
1475,1302,2020,4,1,1
1476,1274,2023,9,6,0
1477,4714,2020,1,2,1
1478,2875,2018,8,6,1
1479,3536,2020,9,4,1
1480,2540,2023,8,8,1
1481,4451,2022,5,8,0
1482,247,2022,8,6,1
1483,301,2019,5,3,0
1484,3210,2022,7,2,0
1485,2083,2019,4,7,0
1486,435,2023,6,6,0
1487,2518,2022,6,9,1
1488,3915,2023,6,1,0
1489,458,2021,1,3,1
1490,334,2019,3,6,0
1491,4881,2024,1,5,0
1492,4788,2018,9,2,1
1493,696,2020,3,5,0
1494,2611,2019,8,8,0
1495,4904,2022,5,9,0
1496,2333,2018,7,9,1
1497,27,2022,2,6,0
1498,1915,2018,4,9,1
1499,2998,2022,4,5,0
1500,1196,2020,2,2,0
1501,693,2024,9,6,0
1502,3036,2021,2,9,1
1503,1790,2024,1,9,1
1504,699,2023,5,1,1
1505,4566,2022,8,3,1
1506,2829,2022,8,7,0
1507,1836,2024,5,3,1
1508,956,2019,1,9,1
1509,3012,2020,7,6,0
1510,3335,2018,7,2,0
1511,4942,2019,7,7,0
1512,2311,2020,6,7,1
1513,4042,2020,2,7,0
1514,707,2019,8,2,0
1515,4493,2023,1,6,1
1516,3405,2023,1,4,0
1517,4273,2018,7,2,1
1518,2716,2021,1,1,0
1519,1296,2024,4,3,0
1520,4376,2019,6,6,1
1521,3381,2022,5,5,1
1522,2729,2023,9,9,0
1523,475,2021,8,5,0
1524,1938,2018,3,2,1
1525,520,2018,3,7,0
1526,3579,2019,6,6,1
1527,1200,2019,3,5,1
1528,346,2021,1,5,0
1529,4041,2021,6,6,0
1530,1268,2022,1,5,0
1531,1280,2022,2,5,1
1532,4125,2023,9,9,0
1533,1635,2022,2,6,1
1534,292,2021,2,9,0
1535,3176,2020,5,3,1
1536,3574,2021,4,7,0
1537,3250,2022,4,8,0
1538,154,2020,3,1,1
1539,4207,2022,4,3,1
1540,2034,2024,7,7,1
1541,2671,2020,3,3,1
1542,1288,2018,6,8,0
1543,1269,2021,3,5,1
1544,758,2024,6,6,0
1545,1651,2018,1,1,1
1546,413,2019,3,9,1
1547,1205,2018,4,7,1
1548,982,2018,4,5,0
1549,1539,2019,4,5,0
1550,4581,2024,1,4,1
1551,3351,2021,2,1,0
1552,1292,2022,1,1,0
1553,3105,2021,4,1,1
1554,3625,2022,9,3,1
1555,1585,2024,8,4,1
1556,2520,2019,1,4,0
1557,2866,2020,8,5,0
1558,3866,2019,2,4,1
1559,202,2021,5,5,1
1560,2348,2024,9,5,0
1561,1651,2020,9,3,1
1562,151,2023,1,6,0
1563,1938,2019,9,4,1
1564,2376,2021,6,1,1
1565,4671,2020,1,6,0
1566,4230,2024,7,8,1
1567,4269,2021,3,1,0
1568,2940,2019,5,3,1
1569,1859,2018,4,5,0
1570,1114,2024,3,7,0
1571,1137,2024,3,9,1
1572,2763,2018,4,8,1
1573,99,2019,3,2,1
1574,2118,2024,6,9,0
1575,3764,2023,2,2,0
1576,2908,2022,1,6,1
1577,2467,2021,9,4,1
1578,4012,2023,7,8,1
1579,3786,2019,1,4,1
1580,1386,2018,8,9,0
1581,2807,2021,1,2,0
1582,1719,2024,1,4,0
1583,3071,2023,6,7,0
1584,4165,2024,9,2,0
1585,183,2022,3,1,0
1586,2220,2018,2,2,0
1587,2744,2020,1,2,1
1588,1375,2022,6,6,1
1589,4447,2021,5,3,0
1590,121,2024,7,7,1
1591,3178,2023,5,4,0
1592,4047,2018,6,2,1
1593,3366,2021,2,2,1
1594,3220,2024,1,2,1
1595,3309,2018,6,4,0
1596,2558,2018,2,8,1
1597,1437,2024,3,3,1
1598,4735,2020,1,6,1
1599,4756,2020,8,4,1
1600,3104,2024,7,2,1
1601,2280,2018,8,3,1
1602,3628,2020,5,4,1
1603,1610,2024,6,9,1
1604,1229,2020,3,5,1
1605,2962,2023,7,7,0
1606,2970,2022,4,1,0
1607,440,2023,2,1,1
1608,1469,2020,7,6,0
1609,932,2022,6,7,1
1610,2188,2024,1,1,1
1611,4419,2019,9,4,0
1612,2963,2022,9,6,1
1613,3879,2024,3,2,0
1614,1144,2022,1,9,0
1615,3199,2023,7,2,0
1616,3302,2018,4,5,1
1617,2490,2019,3,1,0
1618,216,2019,8,6,1
1619,4971,2021,9,3,0
1620,1162,2019,8,6,1
1621,2508,2021,4,9,1
1622,1898,2021,7,8,0
1623,2917,2022,2,2,0
1624,1388,2022,1,9,1
1625,4466,2018,1,1,1
1626,2429,2018,5,3,1
1627,3759,2020,9,4,1
1628,1831,2021,4,5,0
1629,833,2024,4,7,0
1630,4132,2020,7,3,1
1631,3031,2018,1,6,0
1632,709,2023,2,8,0
1633,4606,2019,7,5,0
1634,4300,2024,8,1,1
1635,3280,2020,3,5,1
1636,1448,2018,9,3,1
1637,3635,2022,1,4,0
1638,1399,2021,2,7,0
1639,3857,2020,2,3,1
1640,267,2018,8,1,0
1641,1070,2020,4,8,0
1642,3647,2020,3,4,0
1643,3099,2018,8,3,1
1644,1886,2018,1,6,1
1645,1059,2021,3,4,0
1646,275,2020,1,7,0
1647,1851,2024,3,7,0
1648,1234,2019,6,3,1
1649,4581,2020,8,2,1
1650,1621,2022,6,4,1
1651,974,2018,5,6,0
1652,803,2022,2,3,1
1653,4983,2023,5,9,1
1654,3954,2023,6,7,0
1655,2617,2022,8,6,0
1656,2346,2020,9,4,1
1657,1494,2020,1,4,1
1658,3177,2020,2,4,0
1659,4944,2020,9,9,1
1660,2142,2021,9,3,1
1661,444,2022,5,3,1
1662,4760,2019,7,7,1
1663,3841,2021,4,3,1
1664,1202,2024,6,4,1
1665,1610,2022,1,8,0
1666,3560,2018,6,5,1
1667,4439,2024,3,4,0
1668,4374,2020,8,5,1
1669,2411,2024,8,9,1
1670,449,2023,7,3,0
1671,1818,2020,8,9,0
1672,4305,2020,3,3,0
1673,640,2022,1,8,0
1674,2788,2023,8,6,1
1675,4867,2018,5,5,0
1676,3594,2018,3,6,0
1677,1754,2021,8,4,0
1678,1862,2021,6,4,1
1679,4333,2022,1,9,0
1680,2182,2024,2,8,0
1681,4526,2021,4,5,0
1682,348,2021,9,6,1
1683,83,2020,9,9,0
1684,3237,2024,2,4,1
1685,207,2021,1,2,1
1686,2025,2024,1,6,1
1687,2704,2021,2,9,1
1688,607,2024,4,6,1
1689,366,2021,9,7,1
1690,285,2022,8,5,0
1691,3827,2021,3,9,1
1692,1079,2019,1,8,0
1693,1494,2019,6,9,0
1694,3383,2021,7,1,1
1695,4519,2019,2,3,1
1696,646,2020,6,7,0
1697,3762,2022,8,4,1
1698,1571,2021,1,1,1
1699,3702,2019,8,3,1
1700,512,2023,3,5,1
1701,2815,2023,9,7,1
1702,1551,2020,8,1,0
1703,1745,2020,2,6,1
1704,2685,2021,2,5,0
1705,8,2023,6,9,0
1706,4048,2020,9,8,0
1707,1349,2020,3,7,1
1708,3008,2021,2,4,0
1709,2739,2019,3,9,1
1710,2712,2024,6,3,1
1711,4691,2018,4,3,0
1712,2568,2022,2,4,0
1713,558,2021,5,7,0
1714,733,2023,8,9,0
1715,175,2024,5,7,1
1716,148,2019,5,5,1
1717,982,2020,6,7,0
1718,1437,2018,9,1,0
1719,685,2020,1,7,0
1720,1537,2018,2,1,1
1721,2770,2024,8,4,0
1722,1079,2018,8,3,1
1723,1519,2019,5,2,1
1724,972,2021,5,8,1
1725,536,2024,6,1,0
1726,3192,2019,8,5,0
1727,1310,2024,4,1,1
1728,2259,2021,4,7,0
1729,1191,2019,1,3,0
1730,40,2018,1,6,1
1731,2288,2019,7,7,0
1732,309,2022,5,1,1
1733,4181,2023,5,7,1
1734,4850,2021,1,8,1
1735,2819,2021,2,1,0
1736,2249,2019,3,3,1
1737,2190,2018,5,8,0
1738,518,2018,2,6,1
1739,3969,2024,7,2,0
1740,3531,2020,6,2,0
1741,2284,2024,8,6,0
1742,1654,2019,1,7,1
1743,274,2020,8,3,1
1744,3194,2018,3,7,1
1745,4422,2020,8,8,0
1746,2799,2021,6,4,0
1747,3272,2021,3,2,0
1748,2705,2024,2,5,0
1749,1311,2022,5,5,1
1750,606,2021,1,9,0
1751,4476,2022,3,1,0
1752,1758,2024,4,2,0
1753,1693,2018,6,5,0
1754,4752,2022,8,7,1
1755,837,2024,8,4,1
1756,4178,2024,6,8,1
1757,2979,2019,4,7,0
1758,442,2019,8,4,1
1759,4534,2021,1,1,1
1760,3097,2022,4,6,0
1761,4499,2019,2,1,0
1762,954,2022,9,7,1
1763,4803,2018,5,3,0
1764,4970,2020,6,7,1
1765,4516,2019,3,6,1
1766,3265,2022,8,5,1
1767,4199,2019,4,7,1
1768,2619,2019,8,5,1
1769,483,2018,4,2,1
1770,3829,2019,3,9,0
1771,4619,2020,3,1,0
1772,302,2019,3,6,0
1773,3164,2024,3,8,1
1774,1508,2018,5,9,0
1775,2876,2021,8,7,1
1776,2162,2023,4,6,0
1777,2267,2018,9,1,1
1778,2729,2018,6,3,0
1779,4442,2022,4,9,0
1780,1060,2022,4,9,0
1781,3257,2021,4,3,0
1782,50,2020,4,8,0
1783,4975,2019,2,3,0
1784,2294,2018,6,6,1
1785,1748,2021,1,3,0
1786,170,2020,3,6,1
1787,2206,2023,5,4,1
1788,2813,2019,6,6,1
1789,1050,2022,8,9,0
1790,4870,2023,4,3,0
1791,1927,2021,4,6,1
1792,4991,2018,1,3,0
1793,4189,2021,8,5,0
1794,2540,2024,2,6,0
1795,404,2019,6,9,0
1796,459,2018,9,5,0
1797,134,2024,6,4,0
1798,4820,2018,1,3,0
1799,4786,2023,5,7,1
1800,2587,2020,8,7,0
1801,4176,2018,1,3,1
1802,2992,2024,1,2,0
1803,2255,2024,2,1,1
1804,2389,2024,9,6,0
1805,4022,2023,5,5,0
1806,3226,2023,4,7,0
1807,1617,2023,4,3,0
1808,448,2019,5,4,1
1809,4758,2019,1,1,0
1810,1818,2024,4,3,0
1811,4129,2024,3,2,0
1812,2620,2019,6,6,0
1813,3595,2018,7,7,0
1814,770,2022,1,2,1
1815,11,2021,1,7,1
1816,3763,2023,2,3,1
1817,3826,2019,5,6,0
1818,2751,2020,9,8,0
1819,265,2020,4,2,1
1820,1768,2023,4,9,1
1821,2218,2023,9,8,0
1822,3242,2018,1,1,0
1823,1153,2018,3,1,1
1824,4208,2020,7,4,0
1825,4578,2018,6,8,1
1826,1635,2020,5,8,0
1827,358,2021,7,7,1
1828,1187,2022,2,7,0
1829,3174,2019,2,3,0
1830,1907,2021,7,2,1
1831,3776,2018,8,4,0
1832,3034,2024,2,4,1
1833,4722,2021,1,7,1
1834,2466,2022,5,1,1
1835,372,2024,1,3,1
1836,382,2020,9,9,0
1837,689,2020,5,2,1
1838,2830,2020,8,4,1
1839,1290,2023,4,2,1
1840,4510,2018,1,7,0
1841,1356,2022,9,1,0
1842,4008,2022,4,5,0
1843,3483,2023,3,9,1
1844,1985,2018,2,9,0
1845,701,2019,1,4,0
1846,3676,2020,9,3,0
1847,4244,2021,1,4,1
1848,3736,2021,4,4,0
1849,27,2021,2,7,0
1850,4298,2024,8,1,0
1851,4514,2023,5,8,1
1852,2410,2023,3,6,0
1853,1202,2019,4,2,0
1854,2584,2023,3,7,0
1855,4095,2018,2,9,0
1856,1344,2018,6,7,0
1857,219,2024,6,3,0
1858,4901,2020,3,1,1
1859,4172,2019,5,4,0
1860,610,2021,9,8,0
1861,3769,2018,1,4,0
1862,3851,2019,7,6,1
1863,3019,2023,1,1,0
1864,743,2024,6,6,1
1865,4191,2022,5,1,1
1866,2270,2024,4,1,0
1867,495,2019,3,3,0
1868,3331,2024,4,4,0
1869,1766,2024,1,2,1
1870,707,2020,5,6,1
1871,3862,2021,9,5,1
1872,4751,2018,6,8,1
1873,3700,2024,4,2,0
1874,267,2023,5,7,0
1875,1826,2018,1,4,1
1876,3422,2023,4,4,1
1877,2627,2022,4,4,1
1878,2352,2022,9,4,0
1879,2555,2022,5,2,1
1880,1793,2020,3,3,1
1881,1942,2021,8,8,1
1882,4986,2022,7,5,0
1883,4149,2024,8,5,1
1884,1194,2023,4,5,1
1885,1056,2021,7,7,0
1886,2022,2021,4,9,1
1887,3190,2022,9,1,0
1888,2286,2021,5,2,1
1889,1672,2018,5,8,1
1890,463,2021,4,8,1
1891,1166,2021,5,4,0
1892,366,2018,1,3,1
1893,1214,2018,1,1,0
1894,2461,2019,9,2,0
1895,4372,2024,2,3,1
1896,301,2019,8,3,1
1897,1642,2024,2,1,0
1898,3648,2024,9,4,1
1899,4239,2022,2,5,0
1900,226,2023,1,2,1
1901,3103,2020,8,8,0
1902,1885,2021,3,7,0
1903,2552,2021,7,7,0
1904,715,2020,5,9,0
1905,553,2022,7,8,0
1906,2888,2021,8,2,1
1907,2178,2019,3,8,0
1908,4710,2021,5,1,0
1909,2229,2018,5,9,1
1910,3784,2021,7,3,0
1911,2593,2021,2,7,0
1912,4568,2024,8,5,0
1913,2166,2018,7,4,1
1914,3865,2019,7,6,1
1915,2022,2018,5,8,0
1916,385,2023,8,5,1
1917,1114,2020,1,9,0
1918,2453,2024,7,9,1
1919,3799,2019,9,8,1
1920,1892,2021,8,2,1
1921,1584,2018,4,5,1
1922,3589,2023,8,8,1
1923,27,2023,8,6,1
1924,3612,2024,1,3,1
1925,910,2018,1,5,1
1926,3086,2019,9,9,0
1927,1299,2023,1,9,0
1928,3457,2018,3,2,1
1929,29,2024,3,2,0
1930,4343,2020,4,2,1
1931,4359,2022,3,3,0
1932,3156,2024,3,5,0
1933,1708,2021,5,7,0
1934,3402,2020,5,3,1
1935,3654,2018,8,1,0
1936,3981,2022,7,4,0
1937,4808,2021,9,7,1
1938,4690,2020,5,3,0
1939,2513,2024,4,8,1
1940,69,2019,4,4,1
1941,1439,2024,2,9,1
1942,875,2021,9,3,1
1943,4782,2019,7,5,1
1944,1298,2021,2,9,0
1945,4535,2018,8,9,1
1946,1903,2023,2,7,0
1947,3262,2020,2,9,1
1948,2318,2021,4,8,0
1949,4861,2019,7,8,1
1950,4435,2021,9,3,0
1951,2706,2021,5,3,1
1952,445,2024,3,2,0
1953,2628,2024,6,1,0
