employee_id,name,department,role,gender,ethnicity,date_joined,seniority_level,skills,education_level,salary,performance_score
902,Employee_902,Marketing,Finance Associate,Male,White,2020-10-20 19:08:03,Mid,Leadership,Diploma,48575,6
903,Employee_903,Engineering,Software Engineer,Male,Mixed,2024-03-14 08:49:50,Mid,Python,Diploma,40335,7
904,Employee_904,Sales,Marketing Exec,Female,Black,2018-03-10 13:13:26,Senior,Excel,PhD,33460,6
905,Employee_905,Engineering,Software Engineer,Male,Black,2023-02-09 12:57:45,Junior,Leadership,Diploma,92914,3
906,Employee_906,Finance,HR Manager,Non-Binary,Black,2023-08-03 10:36:34,Junior,Leadership,PhD,81549,9
907,Employee_907,Sales,HR Manager,Other,Mixed,2024-01-10 20:29:45,Senior,ML,Bachelor's,70164,1
908,Employee_908,HR,Sales Rep,Male,Black,2021-08-08 03:06:19,Mid,Cloud,PhD,77411,5
909,Employee_909,Sales,Sales Rep,Other,Other,2022-04-13 19:39:18,Lead,Excel,Master's,128146,6
910,Employee_910,Finance,Finance Associate,Non-Binary,Other,2022-06-23 09:23:22,Senior,Leadership,Master's,95797,6
911,Employee_911,Operations,Software Engineer,Non-Binary,Black,2022-06-06 16:40:43,Senior,ML,Diploma,110037,1
912,Employee_912,Finance,Finance Associate,Other,Hispanic,2020-02-14 08:34:17,Lead,Communication,Diploma,82586,8
913,Employee_913,Finance,Software Engineer,Non-Binary,Hispanic,2023-07-12 19:34:13,Junior,JavaScript,Master's,144556,1
914,Employee_914,Sales,Data Analyst,Other,Asian,2019-05-26 18:17:05,Senior,Cloud,Bachelor's,63638,3
915,Employee_915,Finance,Software Engineer,Female,Other,2023-01-11 10:18:31,Junior,Communication,PhD,121396,8
916,Employee_916,HR,HR Manager,Non-Binary,Asian,2019-12-02 05:22:37,Junior,Cloud,Master's,95807,8
917,Employee_917,Sales,HR Manager,Female,White,2024-09-24 18:07:49,Senior,Cloud,PhD,52023,1
918,Employee_918,Engineering,Data Analyst,Male,White,2024-09-27 04:11:51,Senior,Python,Bachelor's,111556,1
919,Employee_919,Engineering,Software Engineer,Male,Other,2020-03-17 15:21:09,Mid,Cloud,Bachelor's,27066,8
920,Employee_920,Finance,Software Engineer,Female,Other,2020-04-12 05:47:15,Junior,Communication,Master's,89080,2
921,Employee_921,Sales,HR Manager,Male,White,2019-05-11 13:52:39,Senior,ML,Diploma,53603,5
922,Employee_922,HR,Data Analyst,Male,Asian,2019-07-15 23:27:47,Junior,Python,Bachelor's,80229,8
923,Employee_923,Engineering,HR Manager,Male,Black,2022-11-01 08:21:41,Senior,ML,Bachelor's,94086,5
924,Employee_924,Marketing,Data Analyst,Male,White,2023-05-14 23:38:44,Senior,Leadership,PhD,77399,7
925,Employee_925,Sales,HR Manager,Non-Binary,Black,2018-11-09 04:41:03,Mid,JavaScript,PhD,98948,6
926,Employee_926,Sales,Marketing Exec,Male,Black,2024-10-15 04:05:39,Mid,Cloud,Master's,72391,5
927,Employee_927,Engineering,Software Engineer,Non-Binary,Asian,2022-03-20 15:40:06,Mid,Excel,Master's,147413,3
928,Employee_928,Engineering,Finance Associate,Other,Hispanic,2020-07-01 14:55:41,Senior,Leadership,PhD,49144,6
929,Employee_929,HR,Marketing Exec,Male,Other,2020-09-17 12:18:56,Mid,JavaScript,Bachelor's,123886,9
930,Employee_930,HR,HR Manager,Other,Hispanic,2019-09-21 04:00:54,Junior,JavaScript,Diploma,114829,7
931,Employee_931,Engineering,Data Analyst,Female,Mixed,2021-03-26 18:28:03,Junior,Cloud,Diploma,45804,1
932,Employee_932,Marketing,Finance Associate,Female,Hispanic,2023-01-25 06:44:17,Senior,JavaScript,Master's,136575,5
933,Employee_933,Marketing,Data Analyst,Non-Binary,White,2019-04-12 13:20:18,Mid,ML,PhD,68959,7
934,Employee_934,Finance,Sales Rep,Female,Asian,2023-05-11 10:52:19,Lead,Leadership,Bachelor's,48162,7
935,Employee_935,Finance,Data Analyst,Non-Binary,Black,2023-04-18 16:38:37,Senior,Excel,Diploma,75592,7
936,Employee_936,Engineering,Sales Rep,Other,Asian,2022-01-17 00:40:38,Lead,ML,Diploma,119703,6
937,Employee_937,Engineering,Sales Rep,Other,Other,2018-09-16 19:40:40,Senior,Python,Diploma,143806,2
938,Employee_938,Engineering,Software Engineer,Male,Mixed,2018-07-27 03:02:39,Lead,Cloud,Bachelor's,56181,2
939,Employee_939,Sales,HR Manager,Other,Mixed,2021-06-13 11:29:13,Junior,ML,Bachelor's,43810,6
940,Employee_940,Marketing,Software Engineer,Female,Mixed,2020-07-16 02:03:22,Lead,JavaScript,Master's,83977,1
941,Employee_941,Operations,Sales Rep,Non-Binary,Black,2020-01-19 23:39:01,Mid,Communication,Master's,98916,6
942,Employee_942,Finance,Data Analyst,Non-Binary,Mixed,2024-12-26 21:21:29,Lead,Communication,PhD,81963,5
943,Employee_943,Finance,Software Engineer,Male,Other,2024-06-25 07:15:16,Lead,ML,PhD,103272,1
944,Employee_944,Operations,Marketing Exec,Male,Mixed,2022-02-09 01:50:48,Junior,JavaScript,PhD,42025,5
945,Employee_945,Engineering,Sales Rep,Female,Mixed,2024-10-20 07:35:39,Mid,JavaScript,PhD,121604,4
946,Employee_946,Finance,Data Analyst,Non-Binary,Other,2020-02-18 10:35:03,Mid,Communication,PhD,29793,9
947,Employee_947,Marketing,Data Analyst,Male,Other,2023-04-27 15:42:47,Lead,Excel,Master's,128240,1
948,Employee_948,Operations,Marketing Exec,Other,Black,2022-08-28 01:08:39,Senior,Excel,Bachelor's,94659,3
949,Employee_949,Marketing,Data Analyst,Female,Mixed,2019-11-29 11:44:14,Mid,JavaScript,Diploma,31816,2
950,Employee_950,Sales,Finance Associate,Other,White,2024-10-11 14:25:27,Mid,Python,Bachelor's,81598,1
951,Employee_951,Engineering,Finance Associate,Non-Binary,Asian,2020-04-23 14:14:47,Senior,Python,Master's,28667,2
952,Employee_952,Finance,HR Manager,Male,Mixed,2024-05-14 19:20:57,Junior,Python,Diploma,80158,7
953,Employee_953,Marketing,HR Manager,Female,Mixed,2022-07-31 23:28:54,Junior,Cloud,Diploma,126150,5
954,Employee_954,Operations,Software Engineer,Female,Asian,2024-03-11 10:05:21,Junior,Python,Bachelor's,101847,2
955,Employee_955,Engineering,Software Engineer,Male,Mixed,2018-06-06 07:21:53,Mid,Leadership,Diploma,143317,4
956,Employee_956,Finance,Marketing Exec,Male,Other,2019-07-20 22:07:38,Mid,Python,Master's,90526,6
957,Employee_957,Finance,Marketing Exec,Non-Binary,Mixed,2018-01-19 02:11:48,Senior,Leadership,Diploma,110374,8
958,Employee_958,Engineering,Sales Rep,Other,White,2022-12-30 21:43:33,Senior,Communication,Bachelor's,91554,6
959,Employee_959,Engineering,Data Analyst,Other,Other,2024-10-08 09:31:38,Senior,JavaScript,Bachelor's,50132,6
960,Employee_960,Engineering,HR Manager,Other,Hispanic,2021-01-17 10:33:51,Lead,ML,PhD,147462,6
961,Employee_961,Sales,Sales Rep,Non-Binary,Black,2022-07-04 08:49:58,Junior,Communication,Master's,89415,5
962,Employee_962,Marketing,HR Manager,Male,Black,2022-10-28 06:47:18,Mid,Communication,Diploma,133850,5
963,Employee_963,HR,HR Manager,Female,Asian,2021-11-26 13:57:11,Senior,Cloud,Diploma,66774,6
964,Employee_964,Sales,HR Manager,Other,White,2022-11-22 18:25:32,Mid,JavaScript,Diploma,83172,6
965,Employee_965,Finance,Software Engineer,Male,Black,2021-03-23 18:28:15,Lead,Excel,Bachelor's,79449,1
966,Employee_966,Marketing,Finance Associate,Other,Asian,2020-05-06 20:01:04,Senior,Communication,Master's,115658,7
967,Employee_967,Operations,Sales Rep,Non-Binary,Asian,2020-02-29 04:28:43,Senior,Communication,Diploma,67894,6
968,Employee_968,Finance,Marketing Exec,Non-Binary,Asian,2019-09-06 23:33:00,Lead,Cloud,Master's,135542,6
969,Employee_969,Sales,Marketing Exec,Male,Black,2023-02-15 10:24:41,Junior,Leadership,Diploma,28492,1
970,Employee_970,HR,HR Manager,Non-Binary,Hispanic,2018-04-26 01:15:05,Junior,Leadership,PhD,132575,7
971,Employee_971,Operations,HR Manager,Female,Asian,2018-09-16 23:33:40,Mid,ML,PhD,92130,6
972,Employee_972,Finance,Software Engineer,Non-Binary,Mixed,2023-01-03 03:23:14,Mid,Python,PhD,26944,2
973,Employee_973,HR,Software Engineer,Female,Hispanic,2020-02-06 12:19:27,Senior,Communication,Bachelor's,75707,8
974,Employee_974,Engineering,Marketing Exec,Other,Hispanic,2023-08-15 19:38:04,Junior,Leadership,Diploma,33879,8
975,Employee_975,HR,HR Manager,Non-Binary,Mixed,2022-06-08 10:14:30,Mid,Leadership,Bachelor's,35325,7
976,Employee_976,Finance,HR Manager,Female,Black,2021-04-16 03:53:33,Junior,Python,Bachelor's,119867,7
977,Employee_977,HR,Sales Rep,Other,Black,2019-02-08 13:17:50,Mid,JavaScript,Bachelor's,93494,7
978,Employee_978,Sales,Marketing Exec,Other,White,2018-04-06 19:57:21,Lead,Communication,PhD,66533,4
979,Employee_979,Finance,Software Engineer,Other,Black,2022-09-02 03:12:04,Lead,ML,Master's,71093,1
980,Employee_980,Finance,Sales Rep,Other,White,2018-08-13 01:10:12,Mid,ML,Master's,62992,9
981,Employee_981,HR,Marketing Exec,Male,Asian,2018-11-04 10:03:41,Lead,JavaScript,Master's,105049,1
982,Employee_982,HR,Software Engineer,Female,Black,2023-11-30 02:14:31,Junior,Python,Diploma,100984,5
983,Employee_983,Sales,Software Engineer,Male,Black,2022-05-27 14:23:03,Mid,Excel,Bachelor's,120300,9
984,Employee_984,Operations,Sales Rep,Other,Mixed,2020-01-25 08:35:40,Lead,JavaScript,Bachelor's,91446,2
985,Employee_985,Operations,Sales Rep,Non-Binary,Asian,2018-02-23 10:45:07,Mid,Excel,Diploma,148895,5
986,Employee_986,Marketing,Software Engineer,Female,Other,2021-07-22 13:40:25,Junior,ML,Bachelor's,36326,1
987,Employee_987,Finance,HR Manager,Female,Other,2018-09-15 14:36:48,Junior,ML,Master's,30290,2
988,Employee_988,Operations,Marketing Exec,Other,White,2020-04-24 03:15:39,Mid,Leadership,Bachelor's,83138,1
989,Employee_989,Marketing,Software Engineer,Non-Binary,Asian,2019-12-07 17:44:38,Mid,Communication,Diploma,56101,3
990,Employee_990,Sales,Finance Associate,Non-Binary,Other,2024-10-31 16:41:52,Junior,ML,Diploma,72932,4
991,Employee_991,Finance,Software Engineer,Female,Hispanic,2021-01-11 08:22:15,Mid,Leadership,Master's,42717,1
992,Employee_992,Sales,Software Engineer,Male,Mixed,2018-02-28 09:00:29,Mid,Leadership,Bachelor's,106594,1
993,Employee_993,Marketing,Sales Rep,Non-Binary,Hispanic,2024-07-01 16:14:48,Mid,Leadership,Diploma,76947,2
994,Employee_994,Operations,Software Engineer,Female,Other,2020-10-10 08:47:30,Senior,Python,Diploma,143950,4
995,Employee_995,Marketing,Data Analyst,Non-Binary,White,2018-08-29 04:27:52,Junior,ML,Diploma,129440,2
996,Employee_996,HR,Sales Rep,Other,Black,2024-05-15 18:59:53,Senior,Cloud,Master's,131195,2
997,Employee_997,Sales,Finance Associate,Non-Binary,Black,2019-03-19 03:28:02,Senior,Leadership,Bachelor's,116135,8
998,Employee_998,Marketing,HR Manager,Male,Black,2019-05-14 10:57:47,Senior,Communication,PhD,70684,8
999,Employee_999,Sales,Sales Rep,Male,White,2024-05-10 08:34:11,Lead,JavaScript,Bachelor's,135824,7
1000,Employee_1000,Engineering,Marketing Exec,Male,Hispanic,2021-05-20 04:30:23,Senior,Cloud,Master's,123466,4
1001,Employee_1001,Engineering,Marketing Exec,Female,White,2021-09-11 12:56:11,Mid,Communication,Master's,89080,7
1002,Employee_1002,Marketing,Sales Rep,Non-Binary,White,2023-06-28 04:07:17,Senior,JavaScript,Diploma,72607,6
1003,Employee_1003,Engineering,Marketing Exec,Male,Hispanic,2024-06-07 22:32:22,Lead,Communication,Diploma,85680,7
1004,Employee_1004,Marketing,Sales Rep,Other,Other,2021-07-12 09:07:24,Lead,ML,Master's,117010,1
1005,Employee_1005,Sales,HR Manager,Other,Black,2023-07-23 15:53:59,Senior,Excel,PhD,149781,5
1006,Employee_1006,Marketing,Software Engineer,Other,Mixed,2019-12-16 13:23:18,Junior,Cloud,PhD,86945,5
1007,Employee_1007,Marketing,Finance Associate,Female,White,2023-03-31 09:36:18,Mid,Python,Master's,125986,7
1008,Employee_1008,Engineering,Marketing Exec,Male,White,2024-05-20 23:02:18,Mid,Excel,Diploma,112101,4
1009,Employee_1009,Finance,Data Analyst,Male,Hispanic,2024-09-12 05:17:14,Junior,Python,Master's,61606,1
1010,Employee_1010,Marketing,Data Analyst,Non-Binary,Other,2019-08-05 19:29:53,Mid,ML,Diploma,77329,3
1011,Employee_1011,Marketing,Finance Associate,Female,Mixed,2021-08-28 14:02:02,Lead,Cloud,Diploma,84203,4
1012,Employee_1012,HR,Marketing Exec,Other,White,2018-05-14 03:16:33,Lead,Leadership,Master's,116279,5
1013,Employee_1013,HR,Software Engineer,Non-Binary,Asian,2022-11-18 03:31:39,Mid,Communication,Bachelor's,45879,8
1014,Employee_1014,Operations,Marketing Exec,Other,Mixed,2018-05-20 15:09:16,Junior,Communication,Master's,85380,8
1015,Employee_1015,Engineering,Software Engineer,Other,White,2023-08-02 03:53:44,Mid,Leadership,Bachelor's,143507,2
1016,Employee_1016,Finance,Marketing Exec,Male,Mixed,2021-02-08 07:51:02,Senior,JavaScript,PhD,55559,4
1017,Employee_1017,Marketing,Data Analyst,Non-Binary,Other,2024-04-03 21:51:16,Lead,Excel,Diploma,103367,2
1018,Employee_1018,Marketing,HR Manager,Female,Asian,2019-12-03 07:01:57,Lead,Python,PhD,33549,5
1019,Employee_1019,Engineering,Sales Rep,Other,Asian,2020-04-13 23:11:02,Senior,Leadership,Diploma,70542,4
1020,Employee_1020,Operations,Finance Associate,Male,Mixed,2018-04-30 08:27:04,Lead,Communication,Diploma,135838,2
1021,Employee_1021,Operations,Software Engineer,Male,Black,2024-05-21 10:12:41,Senior,ML,Master's,83599,3
1022,Employee_1022,HR,HR Manager,Other,Mixed,2020-02-05 08:08:19,Lead,Communication,Diploma,35277,3
1023,Employee_1023,Engineering,Software Engineer,Male,Hispanic,2019-07-29 04:04:21,Junior,JavaScript,PhD,42062,7
1024,Employee_1024,Operations,Finance Associate,Male,Black,2024-08-18 12:35:02,Lead,Cloud,Diploma,107365,4
1025,Employee_1025,Operations,HR Manager,Other,Other,2020-02-17 12:55:47,Mid,Communication,Bachelor's,40806,1
1026,Employee_1026,Finance,HR Manager,Female,Asian,2023-04-14 23:19:45,Mid,ML,Bachelor's,59408,5
1027,Employee_1027,HR,Sales Rep,Other,Black,2020-04-20 08:22:43,Mid,Communication,Master's,96695,6
1028,Employee_1028,HR,Sales Rep,Non-Binary,Asian,2021-01-13 09:11:03,Mid,Python,Master's,115165,6
1029,Employee_1029,HR,Finance Associate,Other,Asian,2023-12-06 11:25:34,Junior,Leadership,Diploma,49317,2
1030,Employee_1030,Sales,Finance Associate,Other,Asian,2020-03-11 18:12:16,Lead,Python,PhD,46228,5
1031,Employee_1031,Operations,Software Engineer,Female,Hispanic,2019-11-17 20:16:32,Mid,Communication,Master's,61750,4
1032,Employee_1032,Marketing,HR Manager,Other,Hispanic,2024-09-11 12:26:23,Lead,ML,Master's,131513,5
1033,Employee_1033,Sales,Finance Associate,Other,White,2022-05-03 15:23:31,Junior,Cloud,Master's,107691,7
1034,Employee_1034,Operations,Sales Rep,Male,Other,2024-05-19 18:03:57,Senior,ML,Bachelor's,48076,3
1035,Employee_1035,Operations,Software Engineer,Other,Hispanic,2024-07-12 04:40:59,Junior,Communication,PhD,67279,8
1036,Employee_1036,Engineering,Marketing Exec,Female,Other,2023-03-08 00:07:48,Mid,ML,Master's,75750,9
1037,Employee_1037,HR,Sales Rep,Male,Asian,2022-10-30 15:15:08,Junior,Python,Diploma,65003,1
1038,Employee_1038,HR,Finance Associate,Other,Other,2021-05-19 23:39:23,Mid,Python,Master's,114488,1
1039,Employee_1039,Finance,Sales Rep,Male,Mixed,2021-07-16 08:11:16,Junior,Python,Master's,40312,9
1040,Employee_1040,HR,Sales Rep,Non-Binary,Other,2019-01-16 07:07:50,Mid,JavaScript,Bachelor's,77705,1
1041,Employee_1041,Operations,HR Manager,Other,Black,2021-05-10 22:14:35,Senior,Cloud,Bachelor's,72991,2
1042,Employee_1042,Engineering,Marketing Exec,Other,Mixed,2019-06-23 04:11:30,Senior,Excel,Master's,97367,3
1043,Employee_1043,Finance,Finance Associate,Male,Asian,2023-10-09 20:20:52,Lead,Python,PhD,139706,7
1044,Employee_1044,Operations,Data Analyst,Other,Mixed,2020-12-25 07:41:15,Lead,Communication,Bachelor's,70653,3
1045,Employee_1045,Operations,HR Manager,Other,Black,2023-08-16 22:19:38,Junior,Cloud,Master's,133454,9
1046,Employee_1046,Sales,Sales Rep,Female,White,2023-08-17 08:40:38,Senior,JavaScript,PhD,117906,2
1047,Employee_1047,Finance,HR Manager,Other,White,2024-07-25 17:50:36,Mid,Communication,Master's,102248,3
1048,Employee_1048,Sales,Software Engineer,Female,Other,2018-01-24 18:13:07,Senior,ML,PhD,107228,9
1049,Employee_1049,Operations,Data Analyst,Non-Binary,Other,2018-12-25 22:00:48,Senior,Excel,Diploma,35385,6
1050,Employee_1050,Operations,Finance Associate,Non-Binary,Hispanic,2020-01-17 06:39:32,Senior,Leadership,Bachelor's,109774,9
1051,Employee_1051,Sales,Data Analyst,Male,Mixed,2020-04-23 17:02:05,Senior,JavaScript,Diploma,80227,5
1052,Employee_1052,Engineering,Sales Rep,Male,Hispanic,2024-07-03 16:10:18,Mid,Leadership,PhD,65027,4
1053,Employee_1053,Engineering,Finance Associate,Male,Hispanic,2018-12-24 00:06:11,Senior,ML,Bachelor's,30580,2
1054,Employee_1054,Sales,Software Engineer,Male,Mixed,2024-09-04 23:05:22,Senior,ML,Bachelor's,110410,1
1055,Employee_1055,Engineering,Sales Rep,Other,Mixed,2019-05-29 11:47:02,Junior,Python,Diploma,127728,5
1056,Employee_1056,HR,Sales Rep,Female,Black,2018-10-30 22:06:59,Lead,Leadership,PhD,124664,1
1057,Employee_1057,Finance,Marketing Exec,Male,Mixed,2023-10-14 09:43:49,Lead,Communication,Bachelor's,83785,6
1058,Employee_1058,Engineering,Data Analyst,Non-Binary,Mixed,2024-09-03 11:16:50,Lead,Leadership,PhD,58550,6
1059,Employee_1059,Operations,HR Manager,Other,Other,2021-01-27 21:38:53,Lead,ML,PhD,39920,7
1060,Employee_1060,HR,Finance Associate,Female,Hispanic,2023-01-03 23:31:00,Mid,Cloud,Bachelor's,32014,9
1061,Employee_1061,Finance,Data Analyst,Female,White,2018-01-23 19:27:27,Junior,ML,Bachelor's,37050,6
1062,Employee_1062,Engineering,Finance Associate,Male,Asian,2020-09-14 09:52:37,Junior,ML,Bachelor's,140786,3
1063,Employee_1063,Engineering,Data Analyst,Male,White,2024-12-05 22:21:44,Junior,Excel,Diploma,58751,8
1064,Employee_1064,Finance,HR Manager,Female,Mixed,2021-05-07 08:18:38,Senior,JavaScript,Bachelor's,134652,5
1065,Employee_1065,Engineering,Finance Associate,Non-Binary,Asian,2018-02-05 17:56:40,Senior,Leadership,Bachelor's,40038,8
1066,Employee_1066,Sales,Finance Associate,Male,Mixed,2018-07-15 13:41:29,Junior,Leadership,Master's,135929,8
1067,Employee_1067,Finance,Marketing Exec,Female,Other,2023-02-07 05:06:56,Mid,Cloud,Master's,115905,3
1068,Employee_1068,Finance,Software Engineer,Other,Black,2019-04-01 08:58:37,Lead,Cloud,Diploma,76376,7
1069,Employee_1069,Operations,Data Analyst,Female,Mixed,2021-12-06 15:53:37,Mid,Cloud,Diploma,34973,4
1070,Employee_1070,Finance,HR Manager,Male,Asian,2021-01-29 06:50:38,Junior,Python,Master's,25771,9
1071,Employee_1071,Marketing,Marketing Exec,Other,Other,2021-09-25 05:47:06,Lead,JavaScript,Diploma,139113,7
1072,Employee_1072,Engineering,Marketing Exec,Non-Binary,Black,2021-12-07 18:45:31,Lead,ML,Master's,97848,2
1073,Employee_1073,Operations,Software Engineer,Female,Other,2019-12-06 20:39:19,Lead,Cloud,Master's,137627,1
1074,Employee_1074,HR,HR Manager,Female,Asian,2023-04-16 20:16:15,Mid,Excel,PhD,40488,6
1075,Employee_1075,Marketing,Sales Rep,Female,Black,2023-03-10 13:47:59,Junior,Leadership,Diploma,66548,6
1076,Employee_1076,Finance,Data Analyst,Other,Hispanic,2023-11-29 13:20:02,Senior,Leadership,Bachelor's,42097,5
1077,Employee_1077,HR,Finance Associate,Male,Asian,2022-04-28 13:52:17,Lead,ML,Master's,67064,2
1078,Employee_1078,HR,Software Engineer,Female,Hispanic,2024-05-20 02:01:10,Lead,Leadership,PhD,117790,9
1079,Employee_1079,HR,Finance Associate,Other,Other,2020-02-05 16:18:47,Lead,Communication,PhD,71292,6
1080,Employee_1080,HR,Marketing Exec,Female,Hispanic,2018-12-31 11:33:15,Lead,JavaScript,Master's,126482,4
1081,Employee_1081,Operations,Finance Associate,Male,Mixed,2020-04-15 02:00:16,Lead,Leadership,Diploma,142384,7
1082,Employee_1082,Operations,Data Analyst,Other,White,2019-06-28 07:55:46,Senior,Python,Master's,65030,9
1083,Employee_1083,HR,Sales Rep,Non-Binary,Black,2021-03-28 08:28:55,Lead,Excel,Diploma,60938,8
1084,Employee_1084,Marketing,Data Analyst,Female,Asian,2019-03-14 19:59:52,Lead,JavaScript,Master's,128305,1
1085,Employee_1085,Engineering,Sales Rep,Male,Other,2018-09-12 02:30:43,Senior,ML,Master's,52312,3
1086,Employee_1086,Sales,Finance Associate,Non-Binary,Hispanic,2021-08-27 06:26:51,Mid,Python,PhD,74199,2
1087,Employee_1087,Engineering,Finance Associate,Male,Other,2024-11-12 01:17:12,Junior,Excel,Bachelor's,72279,3
1088,Employee_1088,Operations,Software Engineer,Non-Binary,Mixed,2019-08-19 23:46:13,Mid,Cloud,Bachelor's,99126,5
1089,Employee_1089,Marketing,Sales Rep,Male,Asian,2022-10-29 02:50:03,Lead,ML,PhD,51668,6
1090,Employee_1090,Marketing,Data Analyst,Non-Binary,Other,2020-03-28 04:09:58,Mid,ML,Diploma,140969,3
1091,Employee_1091,Finance,Finance Associate,Other,Mixed,2019-06-24 08:46:15,Senior,JavaScript,Master's,47841,2
1092,Employee_1092,Operations,HR Manager,Non-Binary,Asian,2022-12-17 17:34:01,Lead,ML,Diploma,62029,5
1093,Employee_1093,Marketing,Software Engineer,Male,Mixed,2018-11-17 22:22:01,Mid,Leadership,Bachelor's,110506,4
1094,Employee_1094,Marketing,Software Engineer,Female,Mixed,2024-05-25 11:08:16,Junior,ML,Diploma,137345,5
1095,Employee_1095,Engineering,Software Engineer,Non-Binary,White,2024-01-24 20:22:41,Mid,Excel,Master's,112031,4
1096,Employee_1096,Marketing,Software Engineer,Male,Hispanic,2023-08-13 10:30:26,Lead,ML,Bachelor's,148360,4
1097,Employee_1097,Marketing,Sales Rep,Female,Black,2018-07-18 06:29:52,Lead,Communication,Diploma,29976,8
1098,Employee_1098,HR,Sales Rep,Other,Black,2021-09-23 20:15:05,Lead,Communication,Diploma,63359,6
1099,Employee_1099,Engineering,Finance Associate,Other,Asian,2022-09-16 06:47:54,Senior,Python,Diploma,62562,2
1100,Employee_1100,Engineering,Marketing Exec,Female,Asian,2021-09-09 16:13:22,Lead,Cloud,Bachelor's,52232,3
1101,Employee_1101,HR,HR Manager,Male,Other,2023-07-02 05:59:25,Mid,Communication,Bachelor's,117350,8
1102,Employee_1102,Engineering,Marketing Exec,Male,Other,2023-02-03 00:55:45,Junior,Leadership,Diploma,117931,1
1103,Employee_1103,Finance,Marketing Exec,Non-Binary,White,2024-05-23 20:45:58,Mid,Leadership,PhD,89170,6
1104,Employee_1104,Sales,Finance Associate,Other,Asian,2021-05-21 18:24:06,Junior,Cloud,Master's,123540,3
1105,Employee_1105,Finance,Software Engineer,Other,Black,2020-02-06 17:37:25,Lead,Communication,Bachelor's,127076,9
1106,Employee_1106,Operations,Software Engineer,Other,Hispanic,2023-11-18 06:09:13,Junior,JavaScript,Bachelor's,135421,1
1107,Employee_1107,Sales,Finance Associate,Other,White,2018-04-26 00:40:27,Senior,Communication,Bachelor's,74968,2
1108,Employee_1108,Engineering,Finance Associate,Male,Asian,2019-02-28 23:01:23,Senior,ML,Master's,76135,6
1109,Employee_1109,Engineering,Sales Rep,Other,White,2018-04-09 06:57:06,Senior,JavaScript,Bachelor's,99259,4
1110,Employee_1110,Finance,Data Analyst,Female,White,2020-03-30 10:53:42,Senior,Leadership,PhD,86404,1
1111,Employee_1111,Operations,Software Engineer,Male,White,2023-12-21 15:27:38,Senior,Communication,Bachelor's,110844,4
1112,Employee_1112,Operations,HR Manager,Female,Asian,2019-02-17 15:52:34,Junior,Leadership,Bachelor's,66644,2
1113,Employee_1113,Finance,Data Analyst,Female,Mixed,2019-07-26 07:27:20,Junior,ML,PhD,60472,9
1114,Employee_1114,Finance,Marketing Exec,Male,Asian,2022-01-12 04:31:21,Lead,Python,Master's,50153,7
1115,Employee_1115,Sales,Sales Rep,Female,Asian,2018-10-08 15:18:30,Junior,Leadership,Master's,136841,6
1116,Employee_1116,HR,Sales Rep,Female,Other,2018-08-29 08:28:29,Junior,JavaScript,Bachelor's,127293,9
1117,Employee_1117,Operations,Software Engineer,Non-Binary,Asian,2020-08-05 02:58:41,Mid,ML,Master's,93017,8
1118,Employee_1118,Operations,Finance Associate,Other,Asian,2023-04-29 03:28:09,Lead,JavaScript,PhD,52077,2
1119,Employee_1119,HR,Finance Associate,Female,Asian,2023-02-07 13:53:06,Junior,Python,Master's,57536,3
1120,Employee_1120,Finance,Finance Associate,Non-Binary,White,2021-05-16 17:57:11,Lead,Leadership,Bachelor's,93734,7
1121,Employee_1121,HR,Software Engineer,Non-Binary,White,2019-05-11 07:52:59,Senior,Python,PhD,70697,4
1122,Employee_1122,HR,Sales Rep,Other,Asian,2022-08-20 20:20:26,Junior,JavaScript,Bachelor's,96670,6
1123,Employee_1123,Marketing,HR Manager,Non-Binary,Other,2021-03-07 12:25:03,Mid,Leadership,PhD,86181,9
1124,Employee_1124,Operations,Finance Associate,Non-Binary,Hispanic,2021-08-21 05:43:47,Mid,Leadership,PhD,62290,7
1125,Employee_1125,Finance,Sales Rep,Female,Other,2019-01-13 12:01:08,Senior,ML,Bachelor's,112440,3
1126,Employee_1126,Marketing,Software Engineer,Other,Hispanic,2021-11-25 02:14:21,Mid,Excel,Bachelor's,144955,6
1127,Employee_1127,Sales,Marketing Exec,Other,Mixed,2019-10-20 19:46:48,Mid,JavaScript,Master's,97100,7
1128,Employee_1128,Marketing,Data Analyst,Female,Hispanic,2023-03-02 12:14:04,Senior,Cloud,Diploma,119643,1
1129,Employee_1129,Marketing,Software Engineer,Male,Black,2021-05-26 02:39:06,Junior,Leadership,Master's,28662,7
1130,Employee_1130,Finance,Software Engineer,Non-Binary,Black,2024-01-23 15:17:13,Mid,Excel,Bachelor's,27329,5
1131,Employee_1131,HR,Sales Rep,Female,Hispanic,2021-05-31 13:36:33,Mid,Leadership,Bachelor's,54080,7
1132,Employee_1132,Finance,Finance Associate,Non-Binary,Asian,2022-01-06 17:46:19,Junior,Cloud,Master's,131815,7
1133,Employee_1133,Operations,Data Analyst,Other,Hispanic,2024-08-16 08:23:30,Senior,ML,Diploma,48966,6
1134,Employee_1134,Sales,Data Analyst,Other,Black,2021-07-16 18:18:54,Mid,Leadership,Diploma,44357,3
1135,Employee_1135,Sales,Finance Associate,Non-Binary,Hispanic,2024-10-29 02:05:47,Mid,Cloud,Bachelor's,101144,9
