hire_id,candidate_id,department,role,required_skills,years_experience_required,salary_offer,gender,ethnicity,hired,interview_score,date_posted,date_hired
911,85703,Sales,Software Engineer,Leadership,1,78140,Non-Binary,Mixed,1,8,2020-03-19 11:11:55,2020-10-01 13:30:33
912,86090,Sales,HR Manager,Excel,0,68408,Male,White,1,8,2019-08-28 13:09:50,2022-08-04 09:36:00
913,27260,Engineering,Marketing Exec,JavaScript,2,77022,Female,Mixed,1,4,2024-01-06 14:03:26,2020-08-24 01:58:50
914,13812,Marketing,Finance Associate,JavaScript,6,31487,Female,Asian,1,7,2019-05-12 02:40:06,2024-03-25 20:42:23
915,38024,Sales,Sales Rep,ML,9,45997,Non-Binary,White,0,3,2020-02-05 19:28:07,2024-01-28 03:00:52
916,68656,Marketing,Data Analyst,Cloud,1,71456,Male,Mixed,0,8,2022-11-06 03:54:07,2023-10-27 04:22:23
917,37285,Finance,Sales Rep,Cloud,8,102988,Non-Binary,Hispanic,1,7,2024-04-13 20:57:46,2019-05-11 15:49:37
918,11605,Engineering,HR Manager,Python,1,105908,Female,Mixed,0,5,2022-08-15 12:42:23,2024-02-23 21:51:09
919,81158,Sales,Marketing Exec,Leadership,4,84416,Other,Black,1,5,2023-11-18 07:27:20,2019-03-12 16:41:16
920,82303,HR,Software Engineer,Leadership,7,69767,Non-Binary,Black,1,9,2021-07-01 20:50:14,2024-05-18 02:50:23
921,37139,Finance,Marketing Exec,Cloud,9,103970,Non-Binary,Mixed,1,6,2018-01-02 20:47:15,2022-01-19 08:55:42
922,87149,Marketing,Finance Associate,Cloud,7,102952,Non-Binary,Hispanic,0,6,2020-03-02 11:52:08,2020-06-13 16:11:30
923,66138,Sales,HR Manager,JavaScript,2,109784,Female,Hispanic,1,2,2019-06-15 18:08:56,2018-05-07 13:47:47
924,86125,Engineering,Software Engineer,Leadership,1,53194,Male,Hispanic,1,5,2024-08-08 03:07:30,2019-09-01 04:56:50
925,23918,Operations,Sales Rep,Communication,8,58785,Other,Mixed,0,4,2023-08-22 16:01:33,2022-11-02 10:45:43
926,95655,HR,Finance Associate,ML,2,83676,Other,Mixed,0,3,2018-10-19 17:33:43,2021-10-13 17:07:41
927,37446,Marketing,Sales Rep,Python,7,33373,Other,Asian,1,9,2023-09-22 14:51:44,2018-12-20 14:30:34
928,23046,Finance,Data Analyst,ML,1,55283,Non-Binary,Black,1,7,2023-02-05 17:20:17,2021-01-19 15:26:19
929,34818,Engineering,HR Manager,Python,2,80911,Female,White,0,4,2022-10-07 08:39:35,2021-03-04 01:03:45
930,14324,HR,Finance Associate,Excel,0,119951,Other,White,0,9,2020-03-17 18:17:00,2024-11-06 03:38:32
931,86323,Engineering,Finance Associate,JavaScript,5,51414,Non-Binary,Black,0,9,2022-07-29 14:04:23,2019-05-09 04:53:30
932,19111,Sales,Sales Rep,Cloud,6,39378,Male,Other,1,7,2022-05-22 02:31:49,2020-08-22 13:14:29
933,48110,Operations,Software Engineer,Cloud,3,108872,Non-Binary,Asian,1,5,2020-03-11 12:47:27,2019-03-29 13:18:56
934,26389,Finance,Data Analyst,Communication,0,29700,Other,Black,1,9,2020-08-11 13:05:43,2020-02-14 20:50:54
935,51427,Engineering,Sales Rep,Leadership,2,89143,Other,Asian,1,7,2023-05-04 01:05:01,2019-02-24 17:31:35
936,89579,Marketing,Finance Associate,Leadership,8,88229,Male,Other,1,9,2020-11-08 03:50:37,2021-02-15 03:13:45
937,38746,Sales,HR Manager,ML,4,38901,Female,Asian,1,3,2020-04-07 22:04:39,2020-08-21 23:10:45
938,97886,Sales,Finance Associate,ML,5,115374,Male,Hispanic,0,9,2019-12-03 21:29:06,2024-04-10 20:05:23
939,10117,Finance,Marketing Exec,ML,3,47597,Male,Black,1,1,2019-06-21 13:25:22,2023-01-11 12:43:17
940,94471,Sales,HR Manager,Leadership,0,58428,Other,White,0,5,2021-08-26 04:33:00,2023-08-01 02:07:44
941,23234,Marketing,HR Manager,Cloud,4,60687,Other,Mixed,1,2,2019-12-01 11:24:46,2024-05-23 17:22:19
942,63441,Engineering,Finance Associate,Leadership,4,54493,Female,Other,0,1,2023-05-02 21:02:06,2022-06-16 10:06:45
943,10846,Finance,Software Engineer,ML,4,76224,Other,Other,0,3,2018-05-15 11:02:57,2022-04-14 00:16:23
944,20954,Sales,HR Manager,JavaScript,5,56852,Male,Mixed,0,7,2021-12-25 11:55:01,2019-12-07 19:19:24
945,89239,Sales,Marketing Exec,Python,1,35932,Male,Black,1,3,2023-03-15 10:25:21,2021-09-23 17:01:43
946,56514,Marketing,Sales Rep,Cloud,0,113545,Female,Mixed,1,9,2019-07-11 14:18:21,2022-04-23 14:48:50
947,98236,Operations,Software Engineer,JavaScript,1,89202,Other,Asian,1,3,2021-02-24 06:59:29,2019-03-14 14:29:48
948,16469,Operations,Software Engineer,Excel,9,58583,Other,Mixed,1,6,2018-09-12 09:26:22,2024-05-19 06:13:04
949,40105,Sales,Software Engineer,JavaScript,5,72278,Male,Asian,1,2,2024-07-30 06:38:50,2024-02-16 23:08:12
950,52101,Engineering,HR Manager,JavaScript,4,118530,Male,Asian,1,8,2021-04-30 23:18:57,2024-09-19 08:22:42
951,74323,Finance,Software Engineer,Excel,4,54865,Other,White,0,5,2022-11-17 02:45:01,2022-06-24 01:59:47
952,68067,Sales,Finance Associate,JavaScript,5,37289,Non-Binary,Mixed,1,2,2022-09-28 12:17:42,2023-03-20 10:12:18
953,59376,HR,Software Engineer,Python,9,118829,Male,White,0,7,2021-03-10 22:06:38,2024-05-03 12:23:03
954,55587,Finance,Marketing Exec,Cloud,6,95270,Male,Mixed,1,3,2019-11-01 22:25:55,2021-03-22 04:44:52
955,46976,Operations,Data Analyst,Communication,8,110549,Male,Asian,1,5,2022-08-11 05:13:53,2020-05-09 11:44:22
956,77584,Sales,Marketing Exec,Leadership,6,60521,Female,Mixed,1,9,2018-08-24 14:08:39,2022-03-17 09:49:56
957,88477,Marketing,HR Manager,Excel,1,31505,Other,Other,0,1,2021-03-10 15:58:20,2020-05-27 00:15:27
958,52533,HR,Software Engineer,Cloud,5,69327,Other,Other,1,2,2024-12-11 15:42:03,2019-04-21 04:48:23
959,11828,Sales,Software Engineer,ML,8,90519,Other,White,1,5,2024-07-10 05:13:53,2023-11-04 23:53:20
960,11917,Engineering,Finance Associate,Python,6,95221,Male,Hispanic,1,4,2018-06-28 00:20:46,2023-12-06 17:04:50
961,30618,HR,Sales Rep,Communication,1,43409,Other,Other,1,1,2018-10-29 12:18:22,2019-05-29 07:32:02
962,42254,Sales,Software Engineer,Python,2,44517,Other,White,1,7,2021-11-16 07:50:18,2023-11-04 03:29:45
963,57362,Engineering,Marketing Exec,Python,7,69533,Other,Hispanic,1,9,2019-12-28 05:28:07,2019-10-28 22:52:18
964,30128,HR,HR Manager,ML,8,55475,Female,Black,0,1,2023-12-14 20:15:53,2020-05-14 10:40:31
965,69383,Engineering,Data Analyst,Communication,3,40327,Female,White,1,8,2021-08-12 13:13:07,2024-10-11 09:45:25
966,75545,Engineering,Software Engineer,Leadership,8,80344,Male,Other,1,9,2022-04-17 11:33:47,2024-06-21 18:33:15
967,92180,HR,Data Analyst,Python,1,28671,Other,Other,1,2,2022-01-20 12:29:40,2022-01-19 08:20:36
968,97958,HR,Software Engineer,ML,4,95477,Male,Mixed,1,1,2021-08-09 05:22:07,2020-11-30 14:46:51
969,19865,Engineering,HR Manager,Excel,1,116908,Male,Hispanic,1,6,2023-11-30 07:56:26,2018-05-24 05:09:53
970,12219,Operations,Sales Rep,ML,0,103002,Male,Other,1,7,2019-07-17 09:23:44,2023-05-06 18:55:11
971,49809,HR,Marketing Exec,JavaScript,4,75756,Male,Mixed,0,2,2021-07-22 01:10:25,2019-09-28 17:44:42
972,15287,Sales,HR Manager,Cloud,1,108822,Male,Hispanic,1,5,2020-11-26 22:22:50,2020-05-27 06:25:36
973,44387,Finance,Data Analyst,ML,6,69959,Male,White,1,5,2022-05-15 08:12:55,2023-05-03 05:58:03
974,18512,Marketing,Software Engineer,ML,7,95124,Female,White,1,7,2019-08-27 00:42:23,2021-01-04 08:20:53
975,11342,Engineering,Data Analyst,ML,1,53080,Non-Binary,Mixed,0,1,2021-04-10 19:27:28,2020-07-04 13:30:58
976,73076,Engineering,Marketing Exec,Leadership,6,49544,Female,White,0,8,2021-10-06 12:33:38,2020-08-10 03:04:59
977,29216,Marketing,HR Manager,Python,3,101347,Male,Mixed,1,5,2018-11-23 20:52:36,2018-10-25 17:13:00
978,89767,Operations,Data Analyst,Leadership,0,43733,Non-Binary,Asian,1,3,2022-10-06 19:16:43,2020-01-27 06:32:04
979,36614,Marketing,Data Analyst,Communication,2,79211,Non-Binary,Hispanic,0,9,2019-02-10 06:12:35,2023-10-02 03:47:01
980,46258,HR,Marketing Exec,ML,0,65696,Other,Mixed,1,3,2021-02-17 16:21:07,2021-01-17 09:47:32
981,52078,Marketing,Software Engineer,ML,4,73093,Male,Hispanic,1,7,2023-06-26 15:54:20,2020-03-01 22:44:18
982,93524,Engineering,Data Analyst,JavaScript,7,72042,Male,Asian,1,7,2021-01-22 16:12:42,2024-01-19 00:01:21
983,22219,Marketing,Marketing Exec,JavaScript,0,78516,Female,Hispanic,0,8,2022-05-01 10:35:47,2023-01-06 11:28:17
984,10235,Finance,Software Engineer,Excel,8,62487,Non-Binary,Mixed,1,8,2022-07-07 08:53:55,2020-05-16 04:04:27
985,52929,Sales,Sales Rep,Excel,2,65849,Non-Binary,White,1,4,2019-04-11 07:04:12,2023-06-08 22:44:33
986,77444,HR,Software Engineer,JavaScript,4,39550,Male,Hispanic,1,1,2018-04-16 12:00:12,2022-04-28 06:39:27
987,18567,Marketing,Sales Rep,Communication,8,101400,Other,Hispanic,1,4,2020-05-30 22:14:54,2022-09-03 16:42:17
988,80792,Engineering,HR Manager,Excel,4,115930,Male,Other,0,6,2019-06-15 06:09:55,2022-07-29 15:18:59
989,75441,Sales,Marketing Exec,Cloud,8,109597,Non-Binary,Other,1,6,2022-10-16 20:58:37,2022-05-03 21:11:15
990,94555,HR,Software Engineer,Cloud,9,74699,Other,Asian,1,6,2022-09-19 04:55:02,2022-04-28 01:18:51
991,83698,Engineering,Sales Rep,Communication,7,103160,Other,Black,1,7,2023-10-29 05:34:08,2020-10-15 05:59:19
992,15415,Operations,Sales Rep,JavaScript,6,115470,Non-Binary,White,1,1,2024-10-06 17:01:29,2024-10-16 11:23:42
993,46159,Finance,HR Manager,Excel,0,93897,Male,Mixed,0,1,2021-06-18 16:16:56,2021-11-19 03:50:15
994,53925,Operations,Finance Associate,ML,3,38707,Male,Asian,1,7,2024-09-17 08:46:50,2021-08-24 08:53:30
995,15951,Finance,Marketing Exec,JavaScript,8,26924,Male,Mixed,1,4,2020-10-12 22:45:09,2021-01-08 20:45:54
996,97388,Marketing,Finance Associate,Excel,9,103183,Female,Mixed,1,6,2019-06-12 13:08:45,2023-11-21 19:06:02
997,18007,HR,Software Engineer,Communication,7,54018,Female,Hispanic,0,6,2024-05-05 22:14:07,2023-09-20 05:21:50
998,51832,Marketing,Marketing Exec,Cloud,3,112163,Other,Asian,0,9,2021-04-25 11:15:45,2021-06-22 15:46:23
999,68596,Finance,HR Manager,Communication,0,46031,Male,Asian,1,2,2022-01-09 10:45:40,2019-10-16 17:38:25
1000,40523,Finance,Software Engineer,Excel,9,90164,Female,Other,0,4,2023-07-26 09:44:40,2018-04-22 23:02:53
1001,98861,Finance,Marketing Exec,Communication,3,93237,Other,White,1,4,2024-12-18 23:19:39,2020-05-17 07:16:39
1002,96740,Sales,Marketing Exec,Excel,2,74573,Non-Binary,Black,0,7,2023-01-24 21:12:48,2018-07-30 06:59:17
1003,25524,Engineering,Finance Associate,Excel,5,41719,Non-Binary,Mixed,1,1,2021-04-02 01:13:51,2018-06-11 06:15:18
1004,29282,HR,Software Engineer,Communication,4,34718,Male,White,1,5,2021-04-22 10:51:48,2019-11-02 23:12:11
1005,33930,Marketing,HR Manager,Python,4,25056,Non-Binary,Other,1,4,2018-01-01 14:27:30,2024-10-16 00:39:05
1006,10077,Marketing,HR Manager,ML,1,40352,Non-Binary,White,1,2,2022-02-26 10:23:52,2024-09-26 17:12:03
1007,30611,Operations,Software Engineer,JavaScript,2,72820,Non-Binary,Mixed,1,5,2018-12-24 13:28:59,2024-05-11 22:03:19
1008,26984,Finance,Software Engineer,Cloud,5,93683,Other,Hispanic,1,9,2024-06-04 06:32:48,2019-11-28 06:24:14
1009,24060,Finance,Sales Rep,ML,1,94073,Non-Binary,Hispanic,1,8,2018-02-09 22:33:06,2018-10-16 13:41:06
1010,92985,Finance,Data Analyst,JavaScript,3,113348,Non-Binary,Mixed,1,9,2018-01-04 18:33:20,2022-03-25 07:05:51
1011,94056,Marketing,Finance Associate,JavaScript,1,25721,Other,Other,1,7,2018-08-20 21:03:54,2018-02-06 13:55:56
1012,53303,Operations,Software Engineer,Cloud,8,107305,Female,Other,1,7,2020-01-25 12:46:10,2020-03-06 00:15:52
1013,69207,Engineering,Software Engineer,ML,2,76969,Other,Asian,1,2,2018-07-14 10:51:29,2023-04-07 16:31:42
1014,85046,Sales,Data Analyst,Cloud,9,65194,Female,Black,1,3,2021-09-05 18:58:03,2021-08-19 08:22:38
1015,39287,HR,Data Analyst,Excel,9,71556,Other,Hispanic,0,8,2024-06-05 04:52:59,2019-05-23 01:16:59
1016,49711,Engineering,Marketing Exec,Cloud,5,71775,Male,Black,0,2,2020-01-05 00:03:03,2020-03-28 01:12:10
1017,21954,Marketing,HR Manager,Communication,0,104882,Non-Binary,White,0,7,2021-02-19 14:23:30,2021-03-03 04:32:52
1018,83340,Sales,Finance Associate,Python,9,64883,Female,White,0,6,2020-01-17 00:17:46,2021-05-17 05:37:38
1019,82101,Sales,Marketing Exec,Python,2,35911,Other,Mixed,1,4,2022-09-25 18:11:21,2024-01-17 04:12:08
1020,81520,Sales,Software Engineer,Python,7,90795,Female,Mixed,1,4,2022-09-08 23:38:50,2024-05-07 14:10:21
1021,97062,Finance,Data Analyst,ML,4,45872,Female,Mixed,1,3,2021-06-09 03:02:14,2024-07-11 15:45:05
1022,28574,HR,Sales Rep,ML,7,99327,Non-Binary,Other,0,6,2024-01-02 08:34:33,2024-09-16 14:30:32
1023,19184,Marketing,HR Manager,Excel,1,98072,Female,Hispanic,1,3,2018-04-11 14:13:07,2021-09-24 14:55:21
1024,29096,Marketing,Marketing Exec,Leadership,6,110968,Other,Black,1,9,2020-05-12 14:25:39,2022-07-11 02:43:14
1025,77728,Sales,Sales Rep,Python,8,69537,Male,White,1,4,2024-08-06 03:21:33,2023-05-26 11:21:40
1026,44016,Marketing,HR Manager,Excel,6,110077,Male,Black,1,4,2020-04-24 06:15:21,2023-12-11 16:20:47
1027,21246,HR,Sales Rep,Leadership,2,41860,Non-Binary,Hispanic,1,2,2021-02-24 03:37:43,2018-11-01 01:48:24
1028,55558,HR,Data Analyst,Python,6,95819,Other,Black,1,2,2019-08-31 17:38:27,2022-04-29 16:35:21
1029,28381,Operations,Marketing Exec,ML,7,55743,Other,Black,0,7,2018-05-30 13:51:12,2024-03-02 18:08:37
1030,46455,Operations,Marketing Exec,Leadership,0,67559,Male,Other,1,5,2021-07-29 00:20:30,2019-06-15 01:17:57
1031,14018,Engineering,HR Manager,Communication,2,97941,Other,Mixed,1,3,2020-02-09 04:34:28,2024-09-30 10:58:24
1032,21302,HR,Sales Rep,Communication,4,57205,Female,Other,1,6,2018-08-28 09:17:52,2023-02-08 07:22:34
1033,77506,HR,Data Analyst,Communication,5,114944,Non-Binary,Other,0,6,2020-04-04 18:38:51,2021-12-27 18:38:57
1034,51157,HR,Software Engineer,Cloud,2,42645,Male,Black,0,1,2024-09-15 14:14:26,2020-08-21 02:36:24
1035,64917,Operations,Marketing Exec,Communication,3,96859,Non-Binary,Black,1,3,2023-11-11 16:23:27,2023-12-31 11:31:35
1036,93122,Sales,Software Engineer,JavaScript,4,96473,Female,Other,1,5,2019-06-28 21:36:57,2020-03-13 02:19:29
1037,34519,Sales,Data Analyst,Python,2,75734,Male,Black,1,7,2022-05-15 13:58:54,2018-11-16 07:00:20
1038,97487,Marketing,Marketing Exec,Communication,3,55431,Other,Other,1,4,2018-09-09 22:23:16,2019-02-24 10:42:28
1039,66819,Sales,Marketing Exec,Leadership,4,85914,Other,Asian,1,8,2021-08-29 22:29:42,2018-05-28 14:19:49
1040,90910,Finance,Sales Rep,JavaScript,1,42882,Female,Other,0,3,2023-10-09 09:35:57,2022-12-26 20:39:31
1041,81324,Operations,Software Engineer,JavaScript,9,115860,Male,White,1,6,2023-11-18 01:07:28,2022-07-11 22:15:36
1042,15408,HR,Sales Rep,JavaScript,8,103539,Non-Binary,White,0,6,2018-05-26 07:26:13,2018-03-06 10:02:44
1043,69379,Sales,Finance Associate,Excel,9,68346,Male,Black,1,9,2021-11-09 11:15:33,2021-08-08 08:31:57
1044,35053,Operations,Software Engineer,Leadership,7,115642,Other,Other,1,4,2019-01-29 08:33:39,2022-10-10 00:47:13
1045,19446,Sales,Software Engineer,Excel,5,37979,Male,Other,0,7,2022-11-22 08:42:34,2021-07-05 02:58:02
1046,10922,Engineering,Finance Associate,JavaScript,9,69828,Male,Mixed,1,1,2019-04-25 11:36:39,2018-02-09 09:11:29
1047,61356,HR,Data Analyst,Cloud,2,32228,Other,Mixed,1,1,2022-05-02 10:24:46,2024-01-01 17:10:52
1048,20789,Engineering,Data Analyst,Communication,1,99836,Other,Mixed,0,2,2020-01-30 17:44:39,2019-10-09 12:23:14
1049,76656,HR,Marketing Exec,Python,6,99217,Non-Binary,Other,0,4,2020-08-28 16:05:17,2019-10-02 19:59:37
1050,54028,Operations,HR Manager,Leadership,7,98803,Male,Other,1,6,2024-10-05 03:32:29,2023-06-19 17:49:23
1051,74484,Marketing,Sales Rep,Cloud,9,95908,Other,White,1,4,2020-06-24 07:04:05,2023-01-04 13:21:15
1052,42154,Sales,HR Manager,ML,0,63918,Female,Hispanic,1,6,2020-06-26 10:57:27,2020-05-09 05:04:57
1053,92870,Sales,Marketing Exec,Excel,5,35920,Other,Black,1,2,2020-01-17 03:37:31,2019-12-06 05:00:24
1054,12336,Finance,HR Manager,Communication,6,107392,Non-Binary,White,1,9,2024-03-05 19:18:38,2024-07-18 17:00:28
1055,77779,Engineering,Software Engineer,Communication,8,52785,Non-Binary,Mixed,1,3,2024-01-23 05:34:18,2022-12-22 14:51:13
1056,29029,Sales,Software Engineer,ML,2,107757,Female,White,1,7,2018-11-02 12:46:22,2018-02-01 17:20:39
1057,69201,Operations,Finance Associate,ML,1,50178,Non-Binary,White,1,1,2022-02-08 18:26:16,2021-08-04 23:30:13
1058,42265,Marketing,Finance Associate,Leadership,4,96997,Male,White,1,8,2020-02-07 01:27:19,2020-06-03 04:01:40
1059,53872,Operations,Marketing Exec,Communication,9,108401,Non-Binary,Mixed,1,4,2019-05-17 21:00:46,2019-07-07 22:48:51
1060,56197,Engineering,Marketing Exec,ML,0,39052,Female,Hispanic,0,5,2018-02-22 07:05:33,2023-06-21 21:15:59
1061,65180,Finance,Marketing Exec,Communication,5,97868,Non-Binary,Asian,0,7,2020-07-31 11:24:06,2020-09-14 11:11:03
1062,33710,Sales,Software Engineer,Cloud,8,74383,Female,Black,0,3,2022-06-04 22:23:00,2023-02-07 03:57:09
1063,39486,Operations,HR Manager,Leadership,9,25327,Non-Binary,Black,1,9,2024-10-02 04:13:04,2021-08-30 04:27:48
1064,81907,HR,Sales Rep,ML,8,113301,Other,White,1,9,2018-03-14 17:08:55,2021-10-27 16:37:24
1065,81895,Marketing,Marketing Exec,Cloud,6,95775,Female,Hispanic,1,8,2018-05-21 05:42:28,2023-07-03 01:05:57
1066,74435,Operations,Marketing Exec,Cloud,6,100614,Non-Binary,Mixed,1,1,2022-08-11 05:42:14,2020-01-30 19:13:48
1067,50631,Marketing,Software Engineer,ML,7,32038,Male,Asian,1,2,2024-11-01 15:01:26,2019-02-23 20:04:26
1068,30103,Sales,Sales Rep,Leadership,9,33048,Female,Asian,1,2,2020-12-30 05:29:35,2020-01-21 06:00:10
1069,74772,HR,Software Engineer,Communication,1,119207,Female,White,0,3,2022-09-09 15:51:35,2022-01-08 02:50:58
1070,24382,Finance,Sales Rep,JavaScript,5,39954,Non-Binary,White,1,2,2019-04-09 19:23:50,2024-07-16 14:34:14
1071,94291,Finance,Software Engineer,Communication,4,82541,Other,Mixed,1,1,2019-05-07 10:30:45,2022-04-11 17:22:24
1072,13756,HR,HR Manager,Python,4,70471,Other,Mixed,0,5,2020-03-24 15:32:59,2021-09-08 04:41:08
1073,30609,Marketing,Marketing Exec,ML,2,93315,Non-Binary,Other,1,6,2022-08-06 12:57:09,2024-10-14 17:08:12
1074,26478,Sales,Data Analyst,Excel,2,38225,Non-Binary,Mixed,1,7,2022-03-21 10:54:44,2024-01-24 19:22:37
1075,49666,Operations,Data Analyst,Leadership,5,110256,Male,White,0,7,2020-06-05 17:15:11,2020-05-15 14:43:10
1076,85683,HR,Marketing Exec,ML,9,38531,Non-Binary,Hispanic,1,2,2023-10-28 16:39:18,2024-01-09 10:34:48
1077,81315,Engineering,Marketing Exec,Python,9,95871,Female,White,1,7,2018-07-24 04:40:27,2020-10-19 17:35:45
1078,87834,Marketing,Marketing Exec,Cloud,6,34530,Non-Binary,White,1,2,2020-01-31 12:23:57,2020-10-18 15:50:00
1079,24153,Finance,Marketing Exec,Excel,0,84035,Male,Asian,1,2,2023-12-21 21:08:18,2019-03-25 08:26:08
1080,86325,HR,Sales Rep,Excel,2,49791,Non-Binary,Mixed,1,6,2020-11-23 05:35:00,2019-02-10 10:15:47
1081,22999,Finance,HR Manager,Communication,0,26649,Non-Binary,Black,1,6,2022-05-31 17:01:50,2022-06-18 20:36:33
1082,65318,Marketing,Data Analyst,JavaScript,9,38472,Female,Mixed,0,8,2019-01-02 03:38:58,2020-04-23 23:24:07
1083,10814,Finance,Finance Associate,Communication,2,93398,Other,Other,1,5,2023-02-05 07:05:43,2019-11-29 15:17:59
1084,86077,HR,Data Analyst,Leadership,4,115721,Non-Binary,Hispanic,0,5,2018-10-17 17:55:10,2019-05-05 11:12:27
1085,12443,Marketing,Data Analyst,Excel,8,52134,Male,Hispanic,1,1,2023-12-27 14:26:44,2021-03-30 12:24:13
1086,85993,Engineering,Software Engineer,Excel,2,91453,Non-Binary,Mixed,0,4,2021-10-10 00:12:14,2023-10-28 15:29:39
1087,85916,HR,Marketing Exec,JavaScript,9,37444,Non-Binary,Mixed,1,1,2023-07-14 14:05:14,2021-10-11 07:37:46
1088,83319,Operations,Marketing Exec,Leadership,9,66121,Female,White,1,5,2018-04-08 10:50:52,2018-02-18 18:32:06
1089,27368,Sales,Marketing Exec,ML,8,111057,Other,Black,1,8,2022-01-22 10:35:21,2024-03-11 01:02:12
1090,25328,HR,Software Engineer,JavaScript,0,63217,Other,White,0,1,2023-03-08 17:44:37,2019-06-07 07:13:40
1091,66942,Marketing,HR Manager,Cloud,5,47066,Other,Asian,1,3,2018-11-09 09:49:52,2020-08-29 16:38:25
1092,37306,Sales,HR Manager,Communication,8,93347,Non-Binary,Asian,0,1,2022-05-15 04:03:41,2020-06-22 21:47:49
1093,95451,HR,Finance Associate,ML,4,61189,Female,Hispanic,1,6,2022-05-22 07:56:58,2020-06-03 14:31:15
1094,49915,Engineering,HR Manager,Communication,9,99826,Female,Hispanic,1,1,2023-02-12 05:01:39,2022-07-30 10:25:08
1095,47219,Engineering,HR Manager,JavaScript,1,88477,Non-Binary,Black,1,3,2021-04-28 21:18:32,2018-04-13 23:35:10
1096,90879,Operations,Marketing Exec,ML,4,60489,Female,Hispanic,1,5,2019-02-11 00:29:18,2022-01-04 00:30:34
1097,74644,Finance,Sales Rep,JavaScript,0,52284,Other,Other,1,5,2023-08-12 05:59:43,2019-05-10 02:18:12
1098,70279,Sales,Data Analyst,Cloud,8,49698,Female,Asian,0,2,2019-08-09 11:46:22,2018-12-14 18:16:17
1099,63028,Marketing,HR Manager,Python,9,68660,Non-Binary,Black,1,3,2022-08-05 19:54:44,2018-11-02 15:41:27
1100,10126,Marketing,HR Manager,Excel,9,44637,Non-Binary,Asian,1,9,2023-07-02 15:47:26,2021-02-27 09:48:58
1101,62329,Finance,Software Engineer,Leadership,8,73024,Male,Mixed,1,1,2019-03-14 15:57:52,2024-07-02 17:28:48
1102,37632,Engineering,Finance Associate,ML,5,85405,Male,Mixed,1,1,2018-10-11 09:42:38,2024-01-13 17:55:25
1103,75310,Engineering,Sales Rep,Excel,8,86305,Female,Black,0,2,2024-03-03 23:12:35,2024-04-16 16:53:21
1104,65176,HR,Software Engineer,Python,2,58556,Female,White,1,8,2023-12-04 06:46:19,2018-03-31 23:49:58
1105,96066,Operations,Marketing Exec,ML,3,107176,Non-Binary,Other,1,6,2021-09-10 20:21:03,2020-10-10 23:15:02
1106,54327,Sales,Data Analyst,Excel,5,94561,Male,Other,1,4,2018-11-21 13:25:09,2024-02-02 06:32:49
1107,78904,Operations,Finance Associate,Excel,3,97277,Male,Hispanic,1,7,2022-01-23 20:12:38,2019-02-24 13:02:24
1108,13797,Operations,Software Engineer,ML,0,28654,Other,Black,1,6,2018-09-11 04:32:07,2019-08-18 05:51:10
1109,57882,HR,HR Manager,Excel,6,65428,Other,Other,1,9,2022-10-03 21:26:12,2024-10-22 22:31:53
1110,23718,Operations,HR Manager,Excel,4,63036,Non-Binary,Hispanic,1,6,2019-04-05 15:28:26,2020-11-12 16:45:04
1111,44560,Finance,Finance Associate,ML,7,69549,Non-Binary,Asian,1,2,2023-09-24 03:07:38,2020-10-23 20:33:57
1112,86589,HR,HR Manager,Leadership,8,90355,Non-Binary,White,0,3,2020-02-02 23:18:57,2021-10-04 03:52:25
1113,32116,Finance,Software Engineer,Excel,4,87119,Non-Binary,Hispanic,1,9,2020-04-18 13:34:03,2022-12-20 23:34:19
1114,46244,HR,Software Engineer,Excel,7,114096,Male,Mixed,1,7,2024-08-22 18:48:25,2021-08-31 15:07:27
1115,11645,Operations,HR Manager,Leadership,0,71257,Non-Binary,Mixed,1,6,2024-03-23 19:57:47,2020-04-16 13:41:34
1116,57523,Finance,HR Manager,Communication,0,40987,Non-Binary,Asian,1,5,2024-06-13 20:10:41,2022-05-23 21:52:21
1117,29256,Finance,Marketing Exec,Cloud,6,45810,Male,Black,1,3,2024-03-15 08:02:53,2020-04-13 11:37:55
1118,63173,Finance,Data Analyst,Communication,5,45311,Other,Hispanic,1,4,2021-12-15 01:17:39,2024-03-01 09:35:24
1119,47430,HR,Finance Associate,Python,4,79478,Non-Binary,Asian,0,1,2018-09-01 09:28:53,2021-01-10 22:37:30
1120,49282,Marketing,Software Engineer,Communication,4,59920,Other,Mixed,1,5,2018-09-12 04:42:10,2023-10-01 19:34:15
1121,73374,Operations,Finance Associate,Communication,8,33738,Male,Mixed,0,7,2021-10-12 02:44:08,2019-05-05 12:48:23
1122,78244,Finance,Marketing Exec,Python,0,98424,Other,Mixed,1,2,2022-07-25 23:15:53,2019-03-18 00:52:49
1123,21694,Sales,Software Engineer,Excel,7,87232,Male,White,0,8,2021-11-08 21:27:08,2023-07-29 04:18:50
1124,66264,Marketing,Marketing Exec,Excel,1,30474,Non-Binary,White,1,6,2018-05-18 06:45:42,2020-04-08 22:41:24
1125,85060,Sales,Marketing Exec,Communication,6,84026,Other,Mixed,1,3,2019-12-13 02:46:52,2020-04-25 23:09:53
1126,67545,Operations,Sales Rep,Python,5,91024,Non-Binary,Other,1,2,2024-01-09 06:30:52,2021-01-30 04:37:06
1127,49224,Operations,HR Manager,Excel,9,75974,Female,Black,1,8,2022-07-19 04:34:00,2021-10-15 18:06:07
