training_id,employee_id,training_name,hours_completed,training_score,completion_date
1311,333,Excel Bootcamp,44,33,2023-05-06 05:27:51
1312,4139,Leadership 101,2,94,2023-02-19 07:16:10
1313,1435,Cloud Cert,13,31,2021-08-30 01:27:19
1314,791,Cloud Cert,4,33,2023-03-29 05:21:19
1315,4851,Excel Bootcamp,19,70,2024-01-10 21:41:05
1316,2145,AI Workshop,40,15,2023-11-28 22:23:41
1317,4469,AI Workshop,45,79,2020-12-23 19:10:52
1318,4698,Cloud Cert,33,39,2024-11-20 22:02:52
1319,2283,Leadership 101,17,31,2020-04-18 15:12:14
1320,3492,AI Workshop,17,73,2022-12-17 13:23:44
1321,2145,Leadership 101,4,32,2024-03-07 19:22:05
1322,3366,Excel Bootcamp,8,64,2023-07-30 10:35:02
1323,4087,Leadership 101,30,38,2018-09-26 09:46:17
1324,3856,Leadership 101,37,42,2023-12-02 22:03:38
1325,2987,Cloud Cert,48,85,2019-10-10 14:16:17
1326,2300,Leadership 101,32,53,2022-06-07 06:53:40
1327,4137,Excel Bootcamp,2,12,2023-09-26 09:38:46
1328,1324,Leadership 101,25,35,2018-02-04 20:06:57
1329,4881,AI Workshop,26,79,2022-06-13 05:47:36
1330,4097,AI Workshop,41,52,2018-02-20 20:36:20
1331,2141,Cloud Cert,13,92,2021-04-19 18:32:28
1332,281,Excel Bootcamp,19,96,2021-07-28 19:40:33
1333,3590,AI Workshop,24,90,2021-02-22 00:38:03
1334,2506,AI Workshop,9,62,2020-02-28 22:56:54
1335,4584,Leadership 101,35,74,2018-08-26 16:45:03
1336,846,Cloud Cert,32,23,2021-06-25 05:16:58
1337,407,Cloud Cert,1,1,2023-11-11 04:10:02
1338,1299,AI Workshop,31,80,2019-06-07 00:02:30
1339,487,Cloud Cert,18,59,2018-01-25 03:35:18
1340,806,Cloud Cert,15,85,2024-08-30 23:21:04
1341,1427,AI Workshop,24,47,2021-05-07 06:19:56
1342,3179,Cloud Cert,1,81,2024-10-12 06:17:29
1343,3457,Excel Bootcamp,15,20,2021-02-18 03:38:44
1344,2278,Cloud Cert,23,90,2021-03-28 17:24:47
1345,3277,Cloud Cert,20,17,2018-03-30 10:23:50
1346,1401,AI Workshop,30,89,2020-05-07 08:33:43
1347,2226,Excel Bootcamp,13,25,2019-11-16 03:45:13
1348,4194,Excel Bootcamp,5,68,2019-07-26 11:41:02
1349,337,Cloud Cert,37,92,2022-03-23 17:52:14
1350,2225,Leadership 101,11,65,2019-02-24 22:56:59
1351,4706,Leadership 101,42,78,2020-05-08 05:35:40
1352,737,AI Workshop,6,22,2023-02-01 01:41:13
1353,2796,Excel Bootcamp,38,78,2022-04-19 12:29:51
1354,3164,AI Workshop,25,15,2023-08-06 02:00:01
1355,251,Leadership 101,45,69,2019-08-10 17:53:07
1356,2264,Cloud Cert,38,15,2022-11-10 01:37:57
1357,2480,AI Workshop,39,63,2018-04-11 01:58:52
1358,3920,AI Workshop,40,47,2021-01-14 16:50:12
1359,3789,Cloud Cert,42,34,2018-08-04 13:23:45
1360,538,AI Workshop,43,93,2019-07-28 13:20:07
1361,3207,Cloud Cert,29,86,2024-05-24 07:37:55
1362,2100,AI Workshop,37,16,2020-10-15 07:41:03
1363,4768,Excel Bootcamp,40,71,2019-12-26 16:46:15
1364,75,Leadership 101,33,65,2021-09-24 16:19:31
1365,852,Leadership 101,7,51,2023-01-13 08:58:47
1366,3257,AI Workshop,18,7,2022-12-27 00:23:56
1367,52,Excel Bootcamp,44,86,2021-05-17 06:11:30
1368,4722,Excel Bootcamp,40,8,2022-12-18 10:38:43
1369,1725,Cloud Cert,35,1,2019-09-27 15:41:29
1370,1086,Leadership 101,10,87,2022-07-31 02:54:16
1371,4854,Leadership 101,23,32,2021-04-15 18:55:32
1372,2774,AI Workshop,14,89,2024-06-27 02:53:54
1373,983,Leadership 101,19,45,2021-08-02 04:29:06
1374,2380,Excel Bootcamp,30,8,2021-09-23 11:59:47
1375,2207,Cloud Cert,9,63,2021-04-27 01:23:18
1376,4383,Excel Bootcamp,5,88,2021-04-13 05:21:40
1377,4620,Cloud Cert,39,69,2021-09-23 13:06:15
1378,1002,Leadership 101,45,47,2023-05-27 18:38:38
1379,3063,AI Workshop,45,37,2022-07-30 07:51:51
1380,2361,Cloud Cert,32,88,2019-12-09 15:41:53
1381,27,Cloud Cert,39,63,2022-10-14 03:23:08
1382,3983,Cloud Cert,40,59,2019-07-28 21:11:39
1383,1502,Leadership 101,28,72,2024-08-13 02:34:24
1384,2887,Excel Bootcamp,36,2,2023-06-25 23:06:23
1385,1390,Cloud Cert,49,96,2022-01-08 06:18:44
1386,2386,Cloud Cert,10,87,2024-12-31 16:40:06
1387,4504,Excel Bootcamp,4,32,2021-07-13 03:52:39
1388,4064,Excel Bootcamp,37,67,2018-10-15 20:31:49
1389,1100,Leadership 101,28,82,2023-01-07 01:55:30
1390,4171,Leadership 101,37,99,2020-06-19 02:50:49
1391,4355,Leadership 101,24,92,2019-07-26 08:07:12
1392,4453,Excel Bootcamp,34,84,2024-11-23 06:58:57
1393,1539,AI Workshop,43,22,2020-08-09 23:35:37
1394,3488,Excel Bootcamp,27,1,2018-04-18 15:28:17
1395,3126,Excel Bootcamp,1,42,2023-07-03 16:40:41
1396,1446,AI Workshop,21,72,2024-01-12 19:00:17
1397,3512,Leadership 101,7,8,2018-04-30 04:56:40
1398,4929,AI Workshop,44,84,2022-01-30 05:22:06
1399,4837,Cloud Cert,40,17,2024-08-26 15:36:15
1400,1577,Excel Bootcamp,44,79,2024-02-28 03:27:33
1401,3644,Excel Bootcamp,15,48,2020-02-20 11:07:50
1402,955,AI Workshop,14,86,2018-04-29 19:12:02
1403,4554,AI Workshop,30,16,2024-10-21 05:03:21
1404,183,Cloud Cert,1,97,2024-02-12 05:58:30
1405,2307,Leadership 101,3,88,2023-10-12 02:47:03
1406,4080,Cloud Cert,33,20,2024-08-22 15:55:16
1407,270,Cloud Cert,11,30,2018-12-29 05:21:38
1408,4909,Excel Bootcamp,23,33,2018-08-14 12:18:53
1409,621,Excel Bootcamp,41,89,2024-07-30 20:46:18
1410,2399,Excel Bootcamp,25,46,2018-02-21 00:48:37
1411,1763,Excel Bootcamp,4,36,2021-10-14 09:14:10
1412,2550,Cloud Cert,40,72,2018-03-19 03:45:57
1413,838,Excel Bootcamp,49,94,2019-07-02 22:27:18
1414,3566,Leadership 101,32,80,2023-11-26 14:56:37
1415,1781,Excel Bootcamp,46,40,2023-03-02 21:09:39
1416,180,AI Workshop,20,79,2020-09-05 05:09:05
1417,1558,Excel Bootcamp,16,27,2022-09-15 15:50:12
1418,4354,Excel Bootcamp,20,45,2021-11-25 11:19:49
1419,4636,Cloud Cert,34,74,2021-06-18 04:01:24
1420,2296,Cloud Cert,24,24,2019-10-31 06:44:57
1421,1477,AI Workshop,8,31,2020-11-22 08:34:47
1422,465,AI Workshop,47,19,2024-05-21 08:47:48
1423,1099,Cloud Cert,4,56,2020-04-17 06:41:50
1424,102,Cloud Cert,30,65,2022-06-01 15:17:03
1425,511,Excel Bootcamp,47,2,2024-10-12 05:11:06
1426,3631,Cloud Cert,1,39,2023-02-26 14:16:41
1427,1572,AI Workshop,27,12,2021-08-24 08:30:24
1428,2171,Cloud Cert,31,30,2022-04-25 03:42:56
1429,4526,Leadership 101,13,40,2020-03-01 07:27:44
1430,1145,AI Workshop,22,13,2019-05-13 16:20:51
1431,462,Leadership 101,7,89,2022-03-02 14:38:07
1432,3739,AI Workshop,16,97,2022-05-21 13:19:14
1433,2637,Cloud Cert,27,89,2019-11-16 10:33:58
1434,4824,AI Workshop,36,18,2019-04-23 23:39:33
1435,4705,AI Workshop,3,72,2024-12-13 02:50:42
1436,2929,Cloud Cert,44,96,2020-01-31 08:30:37
1437,199,AI Workshop,18,12,2018-08-06 20:18:57
1438,3442,Cloud Cert,14,54,2024-07-03 21:48:01
1439,21,Excel Bootcamp,1,54,2023-06-09 13:45:38
1440,160,Cloud Cert,39,83,2024-01-03 01:07:53
1441,2370,AI Workshop,19,85,2020-07-23 17:04:02
1442,300,Leadership 101,3,44,2022-12-24 21:52:13
1443,4729,Cloud Cert,22,66,2023-09-22 22:34:47
1444,3545,Cloud Cert,47,53,2024-07-19 08:17:35
1445,2753,Cloud Cert,41,64,2022-02-21 20:26:05
1446,2507,Cloud Cert,1,60,2021-11-10 05:30:45
1447,1360,Leadership 101,7,75,2022-07-17 10:49:44
1448,2775,Cloud Cert,29,51,2024-05-03 20:08:15
1449,4751,Leadership 101,47,89,2021-11-07 17:03:25
1450,2715,Leadership 101,7,1,2024-06-27 06:12:07
1451,2064,Cloud Cert,9,99,2020-07-31 07:07:49
1452,2350,AI Workshop,48,97,2022-05-02 03:42:52
1453,1505,Excel Bootcamp,32,91,2022-03-15 13:37:51
1454,1383,Leadership 101,44,21,2023-02-09 16:58:06
1455,1736,AI Workshop,32,78,2023-05-01 19:10:33
1456,3649,Excel Bootcamp,16,55,2019-07-17 02:20:36
1457,2067,Cloud Cert,5,3,2021-05-19 07:37:11
1458,2650,AI Workshop,34,63,2022-10-17 06:35:34
1459,1573,Excel Bootcamp,48,63,2021-04-24 14:46:38
1460,1463,AI Workshop,32,29,2018-08-05 22:57:46
1461,4227,Cloud Cert,38,17,2020-10-27 21:20:42
1462,2136,Excel Bootcamp,40,58,2021-04-07 14:38:05
1463,4438,AI Workshop,19,4,2020-10-05 21:42:17
1464,4135,Excel Bootcamp,33,62,2024-10-21 10:53:25
1465,4887,Cloud Cert,29,86,2022-03-31 00:14:55
1466,3746,AI Workshop,21,78,2024-07-04 03:06:51
1467,945,Leadership 101,37,78,2019-05-24 09:08:12
1468,3377,Excel Bootcamp,7,57,2019-07-04 22:59:08
1469,394,Excel Bootcamp,42,73,2019-09-21 00:38:34
1470,352,Excel Bootcamp,16,66,2020-06-14 04:41:01
1471,984,Excel Bootcamp,13,5,2021-03-28 11:16:08
1472,3907,Excel Bootcamp,39,18,2020-02-27 03:05:30
1473,3532,Excel Bootcamp,37,43,2023-09-21 18:33:25
1474,39,Cloud Cert,18,96,2022-01-14 15:44:34
1475,2986,AI Workshop,10,41,2018-03-28 03:23:14
1476,1124,Leadership 101,23,9,2021-06-29 03:34:01
1477,1499,Excel Bootcamp,23,68,2019-01-06 08:19:53
1478,513,Leadership 101,40,67,2020-03-20 09:44:04
1479,3758,AI Workshop,36,21,2022-06-14 21:39:39
1480,4772,AI Workshop,33,39,2021-12-21 18:20:24
1481,2016,AI Workshop,45,46,2024-08-17 01:03:06
1482,1567,Leadership 101,42,94,2024-10-16 18:12:17
1483,622,Cloud Cert,12,88,2020-04-16 07:04:33
1484,4794,Excel Bootcamp,20,65,2018-05-13 05:17:04
1485,3460,AI Workshop,34,16,2018-10-07 02:17:34
1486,1077,Leadership 101,6,28,2018-07-06 20:58:15
1487,1639,Excel Bootcamp,10,94,2020-09-10 23:50:36
1488,4281,Excel Bootcamp,10,83,2022-10-10 04:03:49
1489,4297,AI Workshop,3,87,2021-10-06 09:24:17
1490,2296,Leadership 101,38,34,2023-12-22 07:28:56
1491,1458,AI Workshop,28,23,2021-02-28 14:18:27
1492,4916,AI Workshop,15,16,2022-07-17 23:57:13
1493,913,AI Workshop,44,41,2024-10-15 03:07:29
1494,3718,AI Workshop,9,96,2019-07-07 16:09:24
1495,2501,Excel Bootcamp,4,80,2021-11-17 22:35:16
1496,1530,Excel Bootcamp,38,35,2022-07-03 02:45:52
1497,2429,Excel Bootcamp,30,91,2023-08-18 00:56:24
1498,1884,AI Workshop,38,67,2023-12-10 16:16:03
1499,3005,Excel Bootcamp,33,63,2024-07-08 09:03:43
1500,881,Cloud Cert,12,20,2022-06-30 17:05:33
1501,317,Leadership 101,35,91,2019-05-11 01:04:37
1502,4755,AI Workshop,12,66,2022-04-07 16:34:00
1503,2990,AI Workshop,35,77,2023-06-24 01:32:31
1504,672,Excel Bootcamp,42,6,2024-06-12 04:11:36
1505,3924,AI Workshop,38,78,2022-03-24 17:22:47
1506,4670,Leadership 101,17,88,2018-07-26 09:55:04
1507,3382,Excel Bootcamp,33,91,2022-07-26 23:47:24
1508,4888,Leadership 101,34,9,2022-01-29 12:19:31
1509,4626,Cloud Cert,19,50,2022-09-20 23:03:20
1510,753,Leadership 101,20,87,2020-10-25 12:51:47
1511,1632,Excel Bootcamp,26,99,2018-06-16 05:15:48
1512,2608,AI Workshop,38,64,2019-08-28 06:57:57
1513,560,Leadership 101,42,51,2019-12-02 19:42:18
1514,1264,AI Workshop,31,37,2023-08-06 12:19:34
1515,2270,Cloud Cert,10,78,2021-11-09 00:04:26
1516,4838,Cloud Cert,8,90,2020-06-10 12:37:54
1517,1691,Cloud Cert,7,72,2019-09-04 19:43:13
1518,3646,Cloud Cert,42,45,2022-01-12 06:38:35
1519,2429,AI Workshop,33,31,2020-08-12 00:55:26
1520,358,Leadership 101,47,72,2023-07-02 16:00:52
1521,1358,Excel Bootcamp,42,36,2020-03-19 06:58:01
1522,833,AI Workshop,22,94,2022-09-30 19:47:14
1523,1,Cloud Cert,35,59,2022-07-27 10:27:42
1524,2600,AI Workshop,9,16,2021-12-09 07:16:58
1525,584,Cloud Cert,45,53,2019-12-14 20:15:30
1526,145,Leadership 101,38,95,2024-02-07 04:36:54
1527,3073,Leadership 101,19,31,2023-12-31 21:20:05
1528,2765,Excel Bootcamp,32,35,2022-04-26 17:18:18
1529,926,Cloud Cert,34,37,2020-06-30 06:55:23
1530,4931,Leadership 101,44,78,2022-11-19 02:03:46
1531,3575,Leadership 101,43,62,2020-06-25 04:22:46
1532,3875,Leadership 101,13,39,2020-09-10 14:16:57
1533,2872,Leadership 101,22,56,2022-08-17 14:07:22
1534,2430,Excel Bootcamp,35,89,2023-11-24 07:27:53
1535,3304,AI Workshop,49,65,2023-03-13 20:16:05
1536,1581,Excel Bootcamp,41,63,2019-11-16 11:28:13
1537,289,Leadership 101,15,29,2024-04-27 05:15:32
1538,920,AI Workshop,15,92,2021-06-30 21:09:07
1539,953,Cloud Cert,36,93,2024-05-06 09:50:58
1540,863,Excel Bootcamp,32,74,2021-08-20 03:41:27
1541,4893,AI Workshop,14,8,2021-07-12 17:27:54
1542,3805,Excel Bootcamp,30,94,2018-10-31 14:52:33
1543,4068,Excel Bootcamp,46,30,2024-06-11 21:46:12
1544,823,Leadership 101,14,41,2018-06-01 02:13:13
1545,862,AI Workshop,28,70,2024-11-14 11:33:06
1546,2198,Cloud Cert,35,15,2023-04-30 01:12:07
1547,617,AI Workshop,38,55,2022-04-11 08:48:40
1548,2444,AI Workshop,40,88,2021-11-09 05:06:09
1549,4313,Leadership 101,34,77,2024-08-04 10:10:52
1550,3976,AI Workshop,5,9,2022-06-17 08:27:57
1551,481,Cloud Cert,24,20,2021-08-14 15:52:16
1552,168,Excel Bootcamp,9,36,2019-01-20 16:13:43
1553,2624,Leadership 101,11,49,2024-01-07 01:07:05
1554,1727,Leadership 101,48,13,2021-05-28 06:32:41
1555,2285,AI Workshop,20,91,2018-02-13 23:47:10
1556,1034,AI Workshop,34,18,2019-03-23 13:43:20
1557,3193,Excel Bootcamp,39,57,2024-09-15 03:56:28
1558,3015,AI Workshop,5,8,2021-06-17 13:49:50
1559,3245,Leadership 101,33,42,2018-05-19 23:04:48
1560,2901,AI Workshop,28,8,2021-01-19 13:24:14
1561,1609,Leadership 101,36,60,2020-12-31 08:32:46
1562,3796,Cloud Cert,41,58,2022-06-18 00:26:44
1563,13,Leadership 101,30,24,2023-04-21 04:54:42
1564,3699,Leadership 101,47,44,2021-03-09 20:30:25
1565,4824,Leadership 101,27,63,2020-05-10 19:41:28
1566,2718,Excel Bootcamp,42,91,2024-09-21 15:38:18
1567,3698,Cloud Cert,11,51,2018-10-25 21:54:06
1568,566,Leadership 101,17,84,2022-05-02 23:35:27
1569,2873,AI Workshop,44,99,2023-10-12 03:43:26
1570,4789,AI Workshop,32,8,2024-06-15 04:07:52
1571,3595,Leadership 101,23,88,2020-08-20 18:47:14
1572,4578,AI Workshop,45,40,2023-03-06 22:02:23
1573,1626,AI Workshop,18,76,2018-03-29 09:39:40
1574,2135,Excel Bootcamp,22,33,2022-08-31 03:47:13
1575,3498,Cloud Cert,28,78,2018-02-09 02:24:40
1576,4783,AI Workshop,49,21,2019-05-29 18:28:57
1577,1080,Cloud Cert,42,33,2020-01-18 10:07:25
1578,2849,AI Workshop,15,55,2023-02-10 17:36:51
1579,2777,Leadership 101,20,65,2023-10-16 18:29:33
1580,610,Leadership 101,32,57,2021-07-30 18:12:32
1581,3943,Cloud Cert,23,70,2018-01-26 10:34:03
1582,1349,Cloud Cert,8,14,2021-07-09 19:24:36
1583,2925,Cloud Cert,43,92,2020-05-15 20:54:29
1584,2364,Cloud Cert,18,25,2022-09-03 15:32:24
1585,2011,Leadership 101,36,39,2021-07-31 04:50:18
1586,2981,AI Workshop,23,23,2024-10-24 00:31:03
1587,1525,Leadership 101,22,43,2018-10-16 13:22:54
1588,1708,Cloud Cert,34,56,2022-05-11 07:25:41
1589,2466,Excel Bootcamp,20,17,2019-08-03 09:17:10
1590,349,AI Workshop,35,31,2024-09-13 06:55:01
1591,551,Leadership 101,16,52,2018-05-28 17:43:48
1592,3219,Excel Bootcamp,1,28,2024-05-21 15:59:12
1593,1683,AI Workshop,49,7,2023-04-02 17:04:38
1594,29,Leadership 101,44,18,2018-08-07 15:33:30
1595,3778,AI Workshop,42,80,2020-04-11 01:48:22
1596,4698,Excel Bootcamp,13,6,2018-05-23 01:21:08
1597,4589,Cloud Cert,31,66,2019-07-19 20:47:26
1598,2928,AI Workshop,46,20,2021-01-26 20:57:51
1599,755,Cloud Cert,48,87,2018-04-12 12:34:19
1600,1250,Leadership 101,26,2,2021-12-20 02:21:17
1601,3404,Leadership 101,24,25,2020-05-25 21:50:16
1602,4025,AI Workshop,28,6,2024-10-29 11:28:11
1603,4961,AI Workshop,33,43,2018-11-08 18:28:18
1604,1801,Excel Bootcamp,24,29,2023-12-03 00:52:32
1605,4610,Cloud Cert,3,9,2023-06-06 03:57:40
1606,277,AI Workshop,46,73,2024-07-11 19:23:47
1607,1363,AI Workshop,49,14,2023-01-24 05:52:49
1608,4814,AI Workshop,24,45,2019-08-10 15:36:15
1609,2385,AI Workshop,46,15,2018-06-05 02:27:26
1610,440,AI Workshop,8,46,2019-01-19 05:37:35
1611,1413,AI Workshop,44,80,2020-08-11 22:08:20
1612,3413,Excel Bootcamp,14,45,2020-02-19 11:06:31
1613,2838,AI Workshop,2,64,2018-04-05 03:02:15
1614,2747,Excel Bootcamp,6,44,2023-05-29 22:44:17
1615,928,Cloud Cert,12,9,2019-02-17 01:12:13
1616,301,Cloud Cert,36,92,2019-04-24 02:31:11
1617,1363,Excel Bootcamp,26,68,2021-03-31 04:55:30
1618,732,AI Workshop,29,12,2023-09-15 07:49:46
1619,2519,Leadership 101,4,86,2023-03-18 22:42:30
1620,1057,Leadership 101,30,1,2024-02-24 05:30:48
1621,4562,AI Workshop,48,44,2024-02-08 21:03:56
1622,2339,AI Workshop,16,40,2023-08-04 15:07:15
1623,4398,AI Workshop,8,4,2024-10-02 21:03:06
1624,4581,Cloud Cert,32,42,2020-04-07 19:14:46
1625,4970,AI Workshop,35,33,2018-05-05 18:18:46
1626,676,Cloud Cert,40,84,2020-12-19 06:17:48
1627,364,Excel Bootcamp,24,99,2021-07-03 08:03:18
1628,4964,Leadership 101,31,2,2018-11-26 12:29:34
1629,2411,Cloud Cert,45,10,2018-06-19 13:23:54
1630,647,Cloud Cert,39,72,2021-02-03 10:51:56
1631,2391,Leadership 101,34,14,2023-02-12 17:38:13
1632,3717,Cloud Cert,5,61,2023-09-30 17:57:23
1633,2020,Cloud Cert,14,27,2021-09-19 21:52:42
1634,2976,AI Workshop,37,77,2023-03-24 17:47:04
1635,1105,Leadership 101,36,77,2021-09-21 17:48:03
1636,4436,Cloud Cert,17,54,2023-01-11 10:11:20
1637,953,Excel Bootcamp,20,29,2018-05-12 16:19:36
1638,1744,AI Workshop,1,8,2019-01-30 21:02:28
1639,2941,Leadership 101,16,88,2020-02-07 12:47:04
1640,2783,Excel Bootcamp,43,69,2018-03-09 04:01:44
1641,2170,Leadership 101,23,92,2024-01-09 03:58:35
1642,4430,Leadership 101,11,66,2020-04-14 12:35:08
1643,1007,Leadership 101,49,85,2018-09-07 22:16:02
1644,2122,Cloud Cert,4,91,2024-05-07 00:47:51
1645,737,Leadership 101,48,72,2024-09-16 08:26:58
1646,1321,Leadership 101,44,76,2023-05-09 21:24:59
1647,4182,Leadership 101,23,74,2020-08-20 10:58:53
1648,4930,Cloud Cert,31,50,2021-11-06 13:15:49
1649,1728,AI Workshop,31,71,2019-04-25 06:28:46
1650,4871,Cloud Cert,5,41,2024-05-12 23:14:54
1651,2548,Cloud Cert,27,10,2021-12-12 15:57:38
1652,1961,Cloud Cert,29,93,2019-04-04 11:49:51
1653,2171,Leadership 101,13,25,2021-08-26 10:02:48
1654,4735,AI Workshop,45,26,2023-02-01 23:25:45
1655,4012,Excel Bootcamp,35,26,2019-10-27 23:04:24
1656,3614,Leadership 101,9,70,2023-07-25 16:36:21
1657,4006,Excel Bootcamp,18,86,2022-09-26 13:33:24
1658,4263,Excel Bootcamp,15,12,2022-06-27 19:54:09
1659,1683,AI Workshop,24,58,2023-02-16 02:22:42
1660,1790,AI Workshop,31,71,2018-11-25 07:09:08
1661,4527,Cloud Cert,47,26,2022-01-10 18:46:01
1662,4134,Excel Bootcamp,7,13,2022-05-29 10:52:45
1663,401,Cloud Cert,9,82,2022-06-23 05:20:51
1664,591,Excel Bootcamp,16,69,2020-03-15 05:17:14
1665,3013,Cloud Cert,34,31,2018-02-23 01:45:38
1666,2802,AI Workshop,32,17,2023-12-21 20:32:24
1667,1515,Excel Bootcamp,23,15,2021-12-04 05:52:33
1668,3939,Excel Bootcamp,20,98,2022-02-24 00:34:58
1669,772,AI Workshop,45,22,2018-09-28 13:28:31
1670,1699,Excel Bootcamp,36,69,2020-03-28 09:07:22
1671,1646,Cloud Cert,46,16,2018-02-19 14:39:22
1672,1430,Cloud Cert,9,33,2019-08-22 14:09:07
1673,3260,Excel Bootcamp,14,41,2019-10-27 13:02:35
1674,3108,Excel Bootcamp,43,4,2023-05-05 21:27:04
1675,3977,Cloud Cert,20,97,2023-01-10 07:18:12
1676,3438,AI Workshop,13,92,2019-08-08 18:34:23
1677,313,AI Workshop,17,75,2021-10-03 11:19:53
1678,874,Cloud Cert,22,63,2022-05-15 21:57:40
1679,4973,AI Workshop,5,69,2023-12-25 21:36:03
1680,90,AI Workshop,36,42,2018-09-10 15:48:00
1681,1668,Excel Bootcamp,32,41,2021-10-19 19:47:11
1682,2355,Leadership 101,29,7,2023-12-17 16:58:30
1683,596,Cloud Cert,45,24,2020-08-24 17:35:38
1684,106,Leadership 101,12,44,2021-08-28 23:46:11
1685,2251,Cloud Cert,35,68,2022-04-15 03:32:01
1686,4423,AI Workshop,4,12,2021-10-06 15:49:42
1687,1644,AI Workshop,17,55,2021-01-02 07:54:31
1688,4146,Excel Bootcamp,21,4,2019-06-24 22:13:28
1689,2952,Excel Bootcamp,18,89,2018-04-09 05:34:31
1690,2135,AI Workshop,47,3,2021-02-08 06:22:15
1691,3952,Excel Bootcamp,39,81,2022-07-10 18:46:15
1692,4847,Excel Bootcamp,9,26,2018-06-23 15:24:12
1693,778,Cloud Cert,14,59,2019-08-08 00:08:38
1694,4009,Excel Bootcamp,42,9,2021-02-28 06:27:13
1695,2648,AI Workshop,42,46,2020-08-01 19:06:03
1696,3248,AI Workshop,24,13,2019-04-22 01:26:02
1697,2709,AI Workshop,13,5,2020-09-27 10:59:52
1698,470,Excel Bootcamp,35,53,2018-07-28 04:29:50
1699,1687,Excel Bootcamp,16,61,2020-01-24 15:24:12
1700,1349,Leadership 101,43,5,2018-06-22 12:33:48
1701,2849,AI Workshop,4,76,2023-04-11 22:37:04
1702,921,Excel Bootcamp,3,92,2023-07-21 08:12:47
1703,2280,Leadership 101,34,74,2022-07-13 05:30:06
1704,698,AI Workshop,15,1,2018-10-21 12:05:36
1705,3674,AI Workshop,31,35,2023-07-04 13:57:42
1706,1346,AI Workshop,1,28,2019-03-27 19:56:57
1707,3298,Cloud Cert,1,51,2021-02-04 07:52:37
1708,2988,AI Workshop,33,66,2020-03-11 20:26:31
1709,3263,AI Workshop,26,23,2024-03-25 09:12:14
1710,1197,Leadership 101,42,69,2018-11-04 04:20:42
1711,466,AI Workshop,1,33,2020-04-27 09:26:34
1712,3960,Cloud Cert,16,95,2019-11-05 01:25:39
1713,1859,Excel Bootcamp,37,79,2018-12-25 19:21:17
1714,4295,AI Workshop,35,65,2024-11-08 08:31:00
1715,2903,Excel Bootcamp,8,93,2023-03-13 08:36:47
1716,2177,Cloud Cert,47,24,2021-03-23 17:15:48
1717,3911,Leadership 101,35,9,2024-04-22 14:18:37
1718,1016,Leadership 101,2,63,2024-05-16 13:40:37
1719,4438,Excel Bootcamp,44,35,2024-11-14 07:16:16
1720,3155,Excel Bootcamp,18,61,2022-09-25 06:39:15
1721,4958,Excel Bootcamp,10,16,2018-11-11 18:56:14
1722,1161,Cloud Cert,10,72,2018-04-15 13:26:21
1723,163,Excel Bootcamp,45,72,2023-09-30 09:15:54
1724,4762,Excel Bootcamp,12,23,2019-09-16 20:44:15
1725,2221,Excel Bootcamp,39,62,2022-08-04 06:56:58
1726,4275,Cloud Cert,24,44,2021-08-16 04:29:42
1727,3932,Cloud Cert,48,59,2021-10-18 01:24:43
1728,3225,Cloud Cert,22,81,2020-05-17 17:06:35
1729,4555,Cloud Cert,41,91,2021-05-26 09:53:20
1730,2977,Cloud Cert,5,93,2018-12-31 04:52:49
1731,738,AI Workshop,22,63,2018-09-30 18:08:58
1732,4063,Excel Bootcamp,4,11,2020-04-14 18:45:15
1733,1224,Cloud Cert,41,87,2018-12-21 01:24:39
1734,2363,AI Workshop,18,68,2019-05-24 07:52:33
1735,4502,Excel Bootcamp,30,81,2021-09-20 00:45:47
1736,678,Leadership 101,46,75,2023-11-04 12:00:26
1737,2335,Cloud Cert,33,8,2020-01-31 20:16:08
1738,4020,Leadership 101,22,90,2018-05-01 21:12:19
1739,2929,AI Workshop,6,49,2022-03-16 16:41:54
1740,366,Cloud Cert,38,72,2018-02-09 20:20:51
1741,4646,Excel Bootcamp,46,8,2024-08-02 23:48:08
1742,1015,AI Workshop,48,71,2021-03-16 13:32:38
1743,2016,Excel Bootcamp,38,34,2022-01-18 11:26:20
1744,1789,Cloud Cert,11,32,2024-07-30 14:52:15
1745,305,Cloud Cert,46,77,2018-05-23 04:23:54
1746,2778,Cloud Cert,41,82,2018-02-02 12:15:56
1747,411,Excel Bootcamp,7,77,2023-01-12 11:04:06
1748,4631,Cloud Cert,24,94,2021-08-21 02:58:31
1749,340,Excel Bootcamp,8,65,2018-08-08 05:53:30
1750,4085,AI Workshop,12,63,2019-04-17 09:51:22
1751,593,AI Workshop,10,53,2021-08-21 19:56:15
1752,3726,Excel Bootcamp,11,99,2019-12-02 19:47:56
1753,104,Excel Bootcamp,20,67,2021-09-06 10:03:23
1754,4077,Excel Bootcamp,38,30,2023-02-16 15:35:49
1755,2750,Leadership 101,44,59,2022-06-20 04:07:22
1756,252,Cloud Cert,23,25,2020-11-26 11:29:52
1757,2732,Excel Bootcamp,22,33,2023-06-14 04:06:55
1758,2073,Leadership 101,45,16,2020-02-29 06:53:46
1759,1213,Leadership 101,22,49,2019-06-01 12:59:27
1760,3048,Leadership 101,39,3,2021-06-26 09:22:53
1761,1532,Excel Bootcamp,41,29,2023-02-03 23:32:05
1762,3578,AI Workshop,3,14,2021-07-28 00:45:52
1763,4564,Leadership 101,35,69,2021-05-03 15:10:44
